# suspect_age,victim_age,suspect_sex,victim_sex,crime_law,day_of_month,month,precinct
25-44,45-64,F,F,VIOLATION,7,5,28
<18,25-44,M,M,FELONY,15,5,19
25-44,25-44,M,M,FELONY,14,5,25
25-44,18-24,M,M,FELONY,10,5,23
25-44,25-44,M,F,MISDEMEANOR,11,5,23
25-44,25-44,M,F,MISDEMEANOR,13,5,23
25-44,18-24,M,M,MISDEMEANOR,13,5,6
<18,25-44,F,F,VIOLATION,13,5,26
25-44,45-64,M,F,FELONY,9,5,24
45-64,25-44,M,M,VIOLATION,11,5,13
25-44,25-44,M,F,MISDEMEANOR,15,5,1
25-44,45-64,M,F,VIOLATION,7,5,32
45-64,25-44,F,F,MISDEMEANOR,9,5,5
25-44,18-24,F,M,VIOLATION,15,5,14
25-44,25-44,M,M,FELONY,16,5,9
18-24,<18,M,F,MISDEMEANOR,15,5,24
25-44,25-44,M,M,MISDEMEANOR,11,5,24
25-44,18-24,M,F,VIOLATION,7,5,34
45-64,45-64,M,F,MISDEMEANOR,15,5,32
25-44,18-24,M,F,MISDEMEANOR,14,5,18
18-24,25-44,M,M,MISDEMEANOR,11,5,17
25-44,<18,F,F,FELONY,12,5,30
45-64,65+,M,F,FELONY,14,5,24
25-44,25-44,M,F,MISDEMEANOR,12,5,13
45-64,25-44,M,F,VIOLATION,8,5,13
25-44,45-64,F,M,MISDEMEANOR,16,5,33
25-44,25-44,M,M,MISDEMEANOR,13,5,23
25-44,45-64,M,M,FELONY,9,5,30
25-44,45-64,M,M,MISDEMEANOR,9,5,34
25-44,18-24,F,F,VIOLATION,8,5,28
25-44,25-44,F,M,FELONY,15,5,17
45-64,45-64,M,M,VIOLATION,11,5,7
25-44,25-44,M,F,VIOLATION,11,5,7
<18,<18,M,M,FELONY,9,5,24
25-44,45-64,M,F,VIOLATION,11,5,5
25-44,45-64,M,M,FELONY,13,5,9
18-24,18-24,F,F,VIOLATION,8,5,1
25-44,25-44,M,F,MISDEMEANOR,17,3,18
45-64,65+,F,M,MISDEMEANOR,12,5,24
25-44,25-44,M,F,FELONY,13,5,9
25-44,25-44,M,M,FELONY,10,5,25
25-44,45-64,F,M,MISDEMEANOR,10,5,18
25-44,25-44,F,M,FELONY,12,5,34
<18,45-64,M,F,FELONY,10,5,14
25-44,25-44,M,F,MISDEMEANOR,12,5,18
25-44,25-44,M,M,MISDEMEANOR,13,5,5
25-44,25-44,M,M,MISDEMEANOR,7,5,23
25-44,25-44,M,F,FELONY,11,5,26
25-44,18-24,M,M,MISDEMEANOR,8,5,7
25-44,18-24,M,M,MISDEMEANOR,7,5,14
18-24,25-44,M,F,MISDEMEANOR,1,5,20
18-24,18-24,F,F,VIOLATION,9,5,18
18-24,45-64,M,M,MISDEMEANOR,8,5,30
45-64,25-44,M,F,FELONY,8,5,10
18-24,25-44,M,M,VIOLATION,11,5,23
45-64,45-64,M,M,MISDEMEANOR,6,5,24
45-64,45-64,M,M,VIOLATION,16,5,18
25-44,45-64,F,F,VIOLATION,7,5,19
25-44,45-64,M,F,MISDEMEANOR,10,5,14
25-44,45-64,M,M,MISDEMEANOR,8,5,19
25-44,25-44,M,M,MISDEMEANOR,15,5,18
18-24,18-24,M,F,MISDEMEANOR,14,5,23
25-44,45-64,M,M,FELONY,10,5,32
25-44,25-44,M,M,MISDEMEANOR,14,5,23
25-44,45-64,M,F,VIOLATION,9,5,24
18-24,<18,M,F,FELONY,13,5,28
25-44,45-64,M,F,MISDEMEANOR,27,4,23
25-44,25-44,M,M,MISDEMEANOR,16,5,26
25-44,45-64,M,F,VIOLATION,10,5,32
45-64,25-44,F,F,VIOLATION,13,5,24
25-44,25-44,M,M,VIOLATION,9,5,18
<18,18-24,M,F,MISDEMEANOR,7,5,6
18-24,45-64,F,F,MISDEMEANOR,14,5,23
25-44,45-64,M,F,MISDEMEANOR,6,5,14
25-44,25-44,F,F,MISDEMEANOR,14,5,14
45-64,25-44,M,M,FELONY,13,5,9
45-64,25-44,M,F,FELONY,7,5,34
25-44,25-44,M,F,FELONY,8,5,7
45-64,45-64,M,M,MISDEMEANOR,10,5,17
25-44,25-44,F,M,FELONY,15,5,14
25-44,25-44,M,M,FELONY,8,5,34
25-44,45-64,M,M,FELONY,10,5,14
65+,25-44,M,M,MISDEMEANOR,11,5,30
25-44,45-64,M,M,MISDEMEANOR,7,5,19
25-44,45-64,M,M,FELONY,16,5,6
25-44,25-44,M,F,FELONY,8,5,10
25-44,45-64,M,F,VIOLATION,9,5,30
25-44,25-44,F,M,FELONY,11,5,30
25-44,45-64,M,F,VIOLATION,11,5,20
25-44,45-64,F,F,VIOLATION,9,5,24
18-24,18-24,M,F,MISDEMEANOR,14,5,34
25-44,25-44,M,F,VIOLATION,10,5,30
25-44,45-64,M,F,VIOLATION,7,5,18
25-44,18-24,M,M,MISDEMEANOR,15,5,14
45-64,25-44,M,M,MISDEMEANOR,9,5,19
25-44,45-64,F,M,MISDEMEANOR,12,5,30
25-44,25-44,M,F,VIOLATION,9,5,28
25-44,25-44,M,F,VIOLATION,7,5,24
25-44,25-44,F,M,FELONY,11,5,24
25-44,25-44,F,M,MISDEMEANOR,9,5,33
25-44,18-24,M,F,MISDEMEANOR,12,5,28
25-44,25-44,M,F,MISDEMEANOR,10,5,23
25-44,25-44,F,M,MISDEMEANOR,12,5,33
25-44,25-44,F,F,MISDEMEANOR,8,5,25
45-64,25-44,M,M,VIOLATION,7,5,19
25-44,25-44,F,F,FELONY,11,5,25
25-44,45-64,F,M,VIOLATION,7,5,14
45-64,25-44,F,M,VIOLATION,13,5,1
25-44,25-44,M,M,MISDEMEANOR,8,5,20
25-44,45-64,M,F,MISDEMEANOR,11,5,23
25-44,25-44,F,F,MISDEMEANOR,14,5,32
25-44,45-64,M,F,MISDEMEANOR,10,5,23
25-44,25-44,M,F,VIOLATION,15,5,32
18-24,25-44,F,M,FELONY,12,5,32
25-44,25-44,F,F,VIOLATION,9,5,28
18-24,18-24,M,M,VIOLATION,13,5,32
<18,18-24,F,F,VIOLATION,4,5,25
18-24,25-44,M,F,MISDEMEANOR,16,5,33
45-64,45-64,M,F,VIOLATION,11,5,14
25-44,25-44,F,F,MISDEMEANOR,16,5,33
45-64,25-44,F,F,MISDEMEANOR,30,7,30
25-44,25-44,M,F,MISDEMEANOR,14,5,34
45-64,45-64,M,M,MISDEMEANOR,9,5,13
45-64,25-44,F,F,MISDEMEANOR,6,5,32
25-44,18-24,M,M,MISDEMEANOR,12,5,5
45-64,45-64,F,F,VIOLATION,6,5,22
25-44,25-44,F,F,VIOLATION,9,5,5
18-24,45-64,M,M,MISDEMEANOR,10,5,1
45-64,25-44,M,F,FELONY,7,5,10
45-64,25-44,M,F,FELONY,11,5,13
25-44,25-44,M,M,MISDEMEANOR,15,5,33
18-24,18-24,M,F,FELONY,15,5,9
45-64,65+,F,F,FELONY,1,1,18
25-44,45-64,F,F,VIOLATION,11,5,14
25-44,45-64,M,F,FELONY,7,5,18
25-44,25-44,M,F,FELONY,4,5,1
25-44,25-44,M,F,MISDEMEANOR,9,5,9
25-44,45-64,M,M,MISDEMEANOR,14,5,18
18-24,<18,M,F,VIOLATION,7,5,18
45-64,65+,F,M,MISDEMEANOR,8,5,13
18-24,25-44,F,F,VIOLATION,16,5,32
18-24,25-44,M,F,VIOLATION,15,5,14
25-44,25-44,M,F,MISDEMEANOR,3,5,14
25-44,25-44,F,M,MISDEMEANOR,8,5,23
18-24,18-24,M,F,MISDEMEANOR,10,5,23
25-44,25-44,F,F,MISDEMEANOR,15,5,6
25-44,18-24,F,F,VIOLATION,16,5,25
45-64,45-64,M,M,VIOLATION,10,5,7
25-44,45-64,M,M,MISDEMEANOR,11,5,33
25-44,25-44,F,F,MISDEMEANOR,11,5,20
18-24,25-44,F,M,FELONY,16,5,34
18-24,25-44,F,F,VIOLATION,7,5,24
25-44,25-44,M,F,MISDEMEANOR,14,5,24
25-44,45-64,M,F,MISDEMEANOR,10,5,24
45-64,25-44,M,F,MISDEMEANOR,15,5,26
25-44,45-64,M,F,FELONY,7,5,25
25-44,18-24,M,F,MISDEMEANOR,9,5,6
18-24,18-24,F,F,MISDEMEANOR,15,5,14
25-44,25-44,F,M,FELONY,15,5,19
25-44,25-44,M,F,VIOLATION,10,5,7
18-24,18-24,M,M,FELONY,15,5,9
25-44,25-44,M,F,FELONY,14,5,5
45-64,25-44,M,F,FELONY,8,5,14
25-44,45-64,M,F,MISDEMEANOR,12,5,1
25-44,25-44,M,F,MISDEMEANOR,13,5,30
25-44,25-44,F,F,VIOLATION,8,5,34
25-44,25-44,F,M,VIOLATION,14,5,24
45-64,45-64,M,M,VIOLATION,13,5,13
25-44,18-24,M,F,VIOLATION,15,5,10
25-44,25-44,M,F,MISDEMEANOR,15,5,19
45-64,65+,M,F,MISDEMEANOR,10,5,23
25-44,25-44,M,F,MISDEMEANOR,9,5,10
18-24,45-64,M,F,FELONY,14,5,33
25-44,25-44,M,F,MISDEMEANOR,8,5,19
45-64,25-44,M,M,MISDEMEANOR,14,5,10
25-44,25-44,M,F,MISDEMEANOR,14,5,9
25-44,25-44,F,F,VIOLATION,8,5,20
25-44,45-64,M,F,VIOLATION,12,5,17
25-44,45-64,F,F,MISDEMEANOR,9,5,5
45-64,45-64,M,M,VIOLATION,15,5,10
45-64,25-44,M,F,FELONY,15,5,23
65+,45-64,F,F,MISDEMEANOR,6,5,23
25-44,25-44,F,M,MISDEMEANOR,7,5,34
25-44,25-44,M,M,FELONY,15,4,30
25-44,25-44,F,F,VIOLATION,15,3,24
25-44,45-64,M,M,MISDEMEANOR,13,5,24
18-24,25-44,M,M,FELONY,9,5,24
25-44,25-44,M,F,VIOLATION,13,5,14
<18,25-44,M,F,FELONY,13,5,26
18-24,18-24,M,F,MISDEMEANOR,6,11,7
25-44,25-44,M,F,MISDEMEANOR,1,5,18
25-44,25-44,F,M,MISDEMEANOR,10,5,1
65+,18-24,F,F,VIOLATION,12,5,23
18-24,18-24,M,F,VIOLATION,13,5,13
25-44,25-44,M,F,VIOLATION,8,5,26
25-44,18-24,M,M,FELONY,15,5,9
25-44,25-44,M,F,VIOLATION,14,5,13
25-44,25-44,M,F,MISDEMEANOR,9,5,19
25-44,45-64,M,M,MISDEMEANOR,8,5,14
25-44,18-24,M,F,MISDEMEANOR,12,5,19
25-44,25-44,M,F,VIOLATION,6,5,25
25-44,25-44,M,M,VIOLATION,9,5,28
18-24,25-44,M,M,MISDEMEANOR,21,4,17
65+,65+,M,F,FELONY,13,5,14
25-44,25-44,M,M,VIOLATION,7,5,18
45-64,45-64,F,M,MISDEMEANOR,10,5,14
25-44,25-44,F,M,FELONY,8,5,10
25-44,25-44,M,F,MISDEMEANOR,10,5,6
45-64,25-44,M,M,MISDEMEANOR,25,4,30
25-44,18-24,M,F,VIOLATION,8,5,14
25-44,45-64,F,M,VIOLATION,10,5,33
25-44,25-44,M,M,FELONY,8,5,28
18-24,18-24,M,F,FELONY,15,5,32
25-44,25-44,M,F,VIOLATION,15,5,23
25-44,25-44,F,F,VIOLATION,4,5,13
<18,<18,F,M,FELONY,15,5,25
25-44,25-44,M,F,MISDEMEANOR,5,4,1
65+,18-24,M,M,MISDEMEANOR,9,5,30
25-44,25-44,M,F,FELONY,8,5,14
25-44,25-44,M,F,MISDEMEANOR,9,5,33
25-44,25-44,M,M,FELONY,13,5,13
25-44,25-44,M,M,MISDEMEANOR,13,5,32
<18,25-44,M,M,FELONY,15,5,19
25-44,25-44,M,M,FELONY,11,5,24
<18,<18,M,M,VIOLATION,15,5,19
18-24,25-44,M,F,MISDEMEANOR,7,5,1
25-44,25-44,M,F,FELONY,7,5,10
45-64,65+,F,F,VIOLATION,24,4,34
25-44,45-64,M,M,MISDEMEANOR,11,5,33
18-24,45-64,M,M,VIOLATION,9,5,13
25-44,25-44,M,M,FELONY,7,5,9
25-44,45-64,M,F,MISDEMEANOR,18,4,28
45-64,25-44,F,M,VIOLATION,5,4,10
25-44,18-24,M,F,MISDEMEANOR,9,5,30
25-44,25-44,M,F,MISDEMEANOR,8,5,9
45-64,45-64,M,F,MISDEMEANOR,9,5,5
45-64,25-44,M,F,VIOLATION,15,1,6
25-44,45-64,M,M,MISDEMEANOR,12,5,33
25-44,65+,F,F,MISDEMEANOR,15,5,25
<18,25-44,M,F,MISDEMEANOR,27,4,28
45-64,45-64,M,F,MISDEMEANOR,9,5,7
45-64,45-64,F,M,VIOLATION,7,5,19
25-44,45-64,M,F,MISDEMEANOR,9,5,5
<18,<18,M,M,MISDEMEANOR,15,5,19
45-64,18-24,M,M,FELONY,10,5,1
25-44,25-44,M,F,MISDEMEANOR,11,5,30
45-64,25-44,M,M,VIOLATION,9,5,7
25-44,25-44,M,F,VIOLATION,11,5,9
18-24,18-24,M,F,MISDEMEANOR,12,5,9
25-44,45-64,M,M,MISDEMEANOR,29,4,24
18-24,18-24,M,M,FELONY,11,5,26
25-44,<18,M,M,VIOLATION,14,5,18
18-24,18-24,M,F,MISDEMEANOR,14,5,23
25-44,25-44,M,M,MISDEMEANOR,15,5,24
25-44,25-44,M,F,FELONY,4,3,6
25-44,25-44,M,F,MISDEMEANOR,12,5,20
45-64,25-44,M,F,MISDEMEANOR,15,5,33
45-64,25-44,F,F,VIOLATION,11,5,14
18-24,18-24,M,M,MISDEMEANOR,13,5,32
<18,25-44,M,F,MISDEMEANOR,10,5,14
25-44,25-44,M,M,VIOLATION,8,5,18
25-44,25-44,M,F,MISDEMEANOR,10,5,32
45-64,25-44,M,F,MISDEMEANOR,13,5,23
25-44,25-44,M,F,FELONY,13,5,10
45-64,25-44,M,F,FELONY,13,5,23
25-44,25-44,F,M,VIOLATION,14,5,20
25-44,25-44,M,M,FELONY,9,5,28
25-44,25-44,M,F,FELONY,16,5,33
45-64,25-44,M,M,FELONY,15,5,28
25-44,25-44,M,M,MISDEMEANOR,15,5,23
25-44,25-44,F,M,MISDEMEANOR,8,5,23
45-64,25-44,F,M,VIOLATION,11,5,32
25-44,25-44,M,M,MISDEMEANOR,7,5,19
25-44,25-44,M,F,MISDEMEANOR,8,5,32
45-64,65+,M,F,MISDEMEANOR,7,5,24
25-44,18-24,M,M,MISDEMEANOR,12,5,18
18-24,18-24,M,M,MISDEMEANOR,6,5,14
25-44,25-44,M,M,VIOLATION,12,5,18
25-44,45-64,M,M,VIOLATION,10,5,18
45-64,18-24,M,F,MISDEMEANOR,14,5,6
45-64,45-64,M,F,VIOLATION,14,5,34
18-24,25-44,M,M,FELONY,10,5,24
25-44,25-44,M,M,MISDEMEANOR,12,5,20
45-64,25-44,M,M,MISDEMEANOR,11,5,33
25-44,25-44,M,M,FELONY,14,5,19
25-44,25-44,M,M,VIOLATION,14,5,5
25-44,25-44,M,M,MISDEMEANOR,9,5,32
25-44,25-44,M,F,VIOLATION,7,5,34
25-44,25-44,M,M,MISDEMEANOR,13,5,1
25-44,18-24,M,M,FELONY,16,5,13
25-44,18-24,M,M,MISDEMEANOR,6,5,19
25-44,25-44,M,F,FELONY,7,5,9
25-44,45-64,M,M,FELONY,13,5,9
25-44,45-64,F,F,MISDEMEANOR,12,5,9
18-24,18-24,M,F,MISDEMEANOR,1,2,19
18-24,25-44,M,M,FELONY,8,5,23
25-44,25-44,M,M,MISDEMEANOR,12,5,18
25-44,18-24,M,F,MISDEMEANOR,12,5,23
25-44,25-44,M,F,MISDEMEANOR,16,5,32
25-44,45-64,M,M,MISDEMEANOR,13,5,10
45-64,25-44,F,F,VIOLATION,16,5,19
25-44,25-44,M,F,FELONY,13,5,24
18-24,18-24,M,F,FELONY,9,5,22
18-24,45-64,F,F,VIOLATION,9,5,23
25-44,45-64,M,F,VIOLATION,15,1,13
25-44,25-44,M,F,FELONY,8,5,25
<18,<18,F,F,MISDEMEANOR,13,5,9
18-24,18-24,M,F,MISDEMEANOR,11,5,34
25-44,25-44,F,M,MISDEMEANOR,16,5,9
45-64,45-64,F,M,MISDEMEANOR,13,5,28
18-24,<18,F,M,FELONY,11,5,18
45-64,45-64,M,F,MISDEMEANOR,15,5,25
25-44,25-44,F,M,MISDEMEANOR,16,5,28
45-64,25-44,M,F,VIOLATION,10,5,33
<18,<18,F,F,MISDEMEANOR,13,5,32
25-44,45-64,M,M,MISDEMEANOR,9,5,6
25-44,25-44,M,F,MISDEMEANOR,16,5,5
45-64,45-64,M,M,MISDEMEANOR,14,5,10
18-24,18-24,M,F,FELONY,13,5,10
<18,25-44,M,F,FELONY,10,5,14
25-44,25-44,M,F,VIOLATION,12,5,32
18-24,25-44,M,M,FELONY,7,5,32
25-44,45-64,M,F,VIOLATION,11,5,19
25-44,25-44,M,F,MISDEMEANOR,13,5,26
45-64,65+,M,F,VIOLATION,7,5,10
45-64,25-44,M,M,FELONY,8,5,14
25-44,25-44,M,M,MISDEMEANOR,7,5,10
25-44,25-44,M,F,MISDEMEANOR,9,5,23
18-24,18-24,M,F,FELONY,12,5,23
25-44,25-44,M,M,MISDEMEANOR,15,5,13
25-44,45-64,M,F,VIOLATION,9,5,28
25-44,25-44,M,F,MISDEMEANOR,7,5,18
45-64,25-44,F,F,FELONY,13,5,7
<18,<18,F,F,MISDEMEANOR,13,5,23
25-44,18-24,M,F,VIOLATION,10,5,14
25-44,65+,F,F,VIOLATION,10,5,34
65+,25-44,F,F,VIOLATION,9,5,26
25-44,<18,M,F,MISDEMEANOR,26,4,24
18-24,25-44,M,M,FELONY,14,5,9
18-24,25-44,M,F,VIOLATION,14,5,14
45-64,45-64,M,M,VIOLATION,15,5,10
25-44,25-44,M,F,MISDEMEANOR,11,5,30
25-44,25-44,M,F,MISDEMEANOR,8,5,32
45-64,45-64,M,M,FELONY,9,5,19
25-44,<18,M,F,FELONY,8,5,6
25-44,45-64,M,M,MISDEMEANOR,7,5,24
<18,<18,F,F,MISDEMEANOR,13,5,32
18-24,25-44,M,M,FELONY,8,5,9
25-44,25-44,M,M,FELONY,13,5,34
45-64,45-64,F,M,MISDEMEANOR,7,5,30
25-44,18-24,M,M,MISDEMEANOR,11,5,14
<18,25-44,M,M,FELONY,15,5,34
18-24,45-64,M,M,MISDEMEANOR,1,3,34
25-44,25-44,M,F,VIOLATION,7,5,19
18-24,18-24,M,F,VIOLATION,13,5,30
25-44,<18,M,M,MISDEMEANOR,8,5,30
25-44,25-44,M,F,MISDEMEANOR,15,5,26
65+,45-64,M,M,VIOLATION,7,5,18
25-44,25-44,M,F,VIOLATION,16,5,25
25-44,45-64,M,M,FELONY,15,5,18
18-24,45-64,F,F,MISDEMEANOR,12,5,32
25-44,25-44,M,F,VIOLATION,13,5,32
18-24,45-64,F,F,MISDEMEANOR,4,5,28
18-24,25-44,F,F,MISDEMEANOR,16,5,14
18-24,25-44,M,F,FELONY,14,5,10
18-24,18-24,F,M,MISDEMEANOR,8,5,23
18-24,18-24,M,F,VIOLATION,12,5,9
45-64,25-44,F,F,VIOLATION,10,5,32
65+,65+,M,M,VIOLATION,15,5,32
25-44,45-64,M,M,MISDEMEANOR,13,5,19
18-24,<18,M,M,FELONY,7,5,10
45-64,45-64,F,F,MISDEMEANOR,14,5,24
25-44,45-64,M,M,FELONY,11,5,20
25-44,25-44,M,M,FELONY,15,5,18
18-24,18-24,F,M,MISDEMEANOR,15,5,32
45-64,45-64,M,M,VIOLATION,12,5,20
25-44,25-44,F,M,FELONY,16,5,14
65+,45-64,M,F,FELONY,14,5,34
25-44,25-44,M,F,MISDEMEANOR,2,5,19
25-44,45-64,F,F,MISDEMEANOR,9,5,30
25-44,25-44,F,F,MISDEMEANOR,9,5,9
18-24,18-24,F,M,FELONY,10,5,14
45-64,25-44,M,F,VIOLATION,11,5,28
25-44,25-44,M,F,MISDEMEANOR,15,5,17
25-44,25-44,F,M,MISDEMEANOR,8,5,23
25-44,45-64,F,M,VIOLATION,8,5,20
25-44,25-44,F,M,MISDEMEANOR,12,5,28
25-44,25-44,M,M,MISDEMEANOR,10,5,9
45-64,45-64,M,M,VIOLATION,8,5,9
25-44,25-44,M,F,FELONY,14,5,32
25-44,25-44,M,F,VIOLATION,13,5,13
18-24,45-64,M,M,VIOLATION,8,5,24
<18,25-44,F,F,FELONY,15,5,13
18-24,25-44,M,F,VIOLATION,8,5,17
65+,25-44,M,M,MISDEMEANOR,11,5,20
25-44,25-44,F,M,FELONY,19,4,1
25-44,25-44,M,F,VIOLATION,6,5,24
25-44,25-44,M,F,MISDEMEANOR,6,5,1
25-44,45-64,M,M,MISDEMEANOR,12,5,10
<18,<18,F,F,FELONY,12,5,9
18-24,18-24,F,M,FELONY,9,5,23
25-44,45-64,M,M,FELONY,8,5,1
25-44,45-64,M,M,MISDEMEANOR,13,5,6
65+,25-44,F,F,VIOLATION,6,5,1
18-24,18-24,M,F,FELONY,13,5,24
25-44,25-44,F,M,VIOLATION,7,5,23
25-44,25-44,M,F,VIOLATION,11,5,17
25-44,45-64,M,M,MISDEMEANOR,11,5,9
25-44,45-64,M,M,MISDEMEANOR,16,5,14
18-24,25-44,M,F,VIOLATION,15,5,1
25-44,<18,F,F,MISDEMEANOR,8,5,34
25-44,45-64,F,F,VIOLATION,11,5,25
25-44,45-64,M,F,FELONY,15,5,30
45-64,45-64,M,F,FELONY,8,5,32
25-44,25-44,M,F,MISDEMEANOR,14,5,33
18-24,65+,M,M,FELONY,7,5,26
18-24,25-44,M,F,FELONY,11,5,32
25-44,18-24,M,M,MISDEMEANOR,14,5,24
25-44,25-44,M,F,MISDEMEANOR,13,5,14
25-44,65+,M,M,FELONY,10,5,34
25-44,45-64,M,F,MISDEMEANOR,10,5,34
45-64,18-24,M,F,FELONY,12,5,26
25-44,25-44,F,M,MISDEMEANOR,7,5,28
25-44,25-44,M,M,FELONY,9,5,28
25-44,45-64,M,M,VIOLATION,10,5,18
25-44,25-44,M,M,FELONY,7,5,34
25-44,25-44,M,M,MISDEMEANOR,10,5,18
25-44,25-44,M,F,VIOLATION,9,5,19
25-44,25-44,F,F,MISDEMEANOR,12,5,14
45-64,25-44,M,M,VIOLATION,10,5,19
18-24,18-24,M,F,MISDEMEANOR,13,5,32
25-44,25-44,M,F,MISDEMEANOR,12,5,34
25-44,25-44,M,M,VIOLATION,7,5,25
45-64,45-64,M,M,MISDEMEANOR,15,5,13
18-24,45-64,M,F,MISDEMEANOR,7,5,25
<18,25-44,M,M,FELONY,7,5,10
25-44,45-64,F,M,MISDEMEANOR,6,5,24
25-44,45-64,M,M,MISDEMEANOR,9,5,28
25-44,45-64,M,F,FELONY,8,5,14
45-64,45-64,M,M,MISDEMEANOR,14,5,23
25-44,18-24,M,F,MISDEMEANOR,7,5,25
45-64,45-64,M,F,FELONY,13,5,24
25-44,45-64,M,M,MISDEMEANOR,11,5,5
25-44,18-24,M,F,MISDEMEANOR,9,5,24
25-44,25-44,F,F,VIOLATION,26,3,28
18-24,18-24,M,F,FELONY,9,5,7
25-44,25-44,M,F,MISDEMEANOR,7,5,32
25-44,18-24,M,M,MISDEMEANOR,12,5,34
45-64,25-44,M,F,FELONY,7,5,33
25-44,18-24,M,F,VIOLATION,11,5,24
25-44,25-44,M,M,MISDEMEANOR,15,5,18
25-44,25-44,M,F,VIOLATION,10,5,25
45-64,45-64,M,F,MISDEMEANOR,15,5,23
25-44,18-24,M,M,MISDEMEANOR,15,5,18
25-44,25-44,F,M,MISDEMEANOR,14,5,14
25-44,25-44,F,F,MISDEMEANOR,10,5,23
45-64,45-64,M,F,MISDEMEANOR,6,5,19
18-24,18-24,F,F,FELONY,9,5,26
25-44,25-44,M,M,MISDEMEANOR,13,5,14
25-44,25-44,M,F,VIOLATION,27,3,26
18-24,25-44,F,M,VIOLATION,14,5,26
25-44,25-44,F,F,MISDEMEANOR,8,5,25
25-44,18-24,M,F,FELONY,8,5,34
25-44,45-64,M,M,VIOLATION,8,5,28
18-24,18-24,M,F,MISDEMEANOR,16,5,23
18-24,45-64,F,F,MISDEMEANOR,14,5,26
25-44,18-24,M,M,FELONY,14,5,19
25-44,25-44,M,F,MISDEMEANOR,15,5,32
25-44,45-64,M,M,MISDEMEANOR,11,5,34
25-44,45-64,M,M,VIOLATION,11,5,7
25-44,18-24,M,F,FELONY,11,5,33
25-44,25-44,M,F,VIOLATION,6,5,34
25-44,25-44,F,F,MISDEMEANOR,15,5,28
25-44,25-44,M,F,VIOLATION,10,5,30
18-24,25-44,M,M,FELONY,14,5,5
25-44,45-64,M,F,MISDEMEANOR,6,5,6
25-44,25-44,M,F,VIOLATION,10,5,19
45-64,65+,M,M,VIOLATION,12,5,20
65+,25-44,F,F,MISDEMEANOR,10,5,19
25-44,25-44,M,F,VIOLATION,8,5,10
25-44,25-44,F,M,VIOLATION,15,5,18
25-44,45-64,M,M,FELONY,10,5,7
25-44,18-24,F,F,MISDEMEANOR,23,4,25
25-44,25-44,M,F,MISDEMEANOR,7,5,9
25-44,45-64,M,F,MISDEMEANOR,12,5,13
25-44,25-44,M,F,VIOLATION,13,5,34
25-44,25-44,F,F,MISDEMEANOR,11,5,34
45-64,18-24,M,F,MISDEMEANOR,19,4,25
25-44,65+,M,M,FELONY,8,5,5
18-24,45-64,M,F,MISDEMEANOR,11,5,32
45-64,25-44,F,F,FELONY,11,5,23
25-44,45-64,M,F,VIOLATION,16,5,30
18-24,18-24,M,F,MISDEMEANOR,16,5,34
18-24,45-64,M,F,MISDEMEANOR,13,5,20
25-44,18-24,M,F,VIOLATION,12,5,34
45-64,45-64,F,M,VIOLATION,7,5,32
25-44,18-24,M,M,FELONY,15,5,9
25-44,25-44,M,F,VIOLATION,15,5,24
25-44,25-44,M,M,VIOLATION,12,5,1
25-44,25-44,M,F,MISDEMEANOR,16,5,7
45-64,45-64,M,F,MISDEMEANOR,7,5,9
25-44,18-24,M,F,VIOLATION,13,5,26
18-24,25-44,M,M,MISDEMEANOR,14,5,7
45-64,25-44,M,M,FELONY,14,5,28
25-44,45-64,M,M,FELONY,12,5,13
25-44,45-64,M,F,VIOLATION,15,5,18
25-44,25-44,M,F,FELONY,11,5,26
18-24,25-44,F,M,MISDEMEANOR,14,5,26
25-44,25-44,M,F,FELONY,13,5,32
25-44,25-44,M,F,FELONY,12,5,34
45-64,45-64,M,F,MISDEMEANOR,11,5,7
25-44,25-44,F,M,FELONY,8,5,33
25-44,25-44,M,M,MISDEMEANOR,13,5,20
45-64,25-44,F,F,MISDEMEANOR,14,5,28
25-44,25-44,M,M,MISDEMEANOR,11,5,23
25-44,25-44,F,F,MISDEMEANOR,9,5,20
45-64,25-44,M,M,MISDEMEANOR,9,5,30
18-24,25-44,F,F,MISDEMEANOR,16,5,14
25-44,65+,F,F,VIOLATION,15,5,26
25-44,<18,F,M,MISDEMEANOR,10,5,26
45-64,65+,M,M,FELONY,13,5,14
45-64,25-44,M,F,MISDEMEANOR,10,5,14
45-64,25-44,M,F,VIOLATION,9,5,13
25-44,25-44,M,M,MISDEMEANOR,7,5,14
45-64,25-44,M,F,MISDEMEANOR,11,5,26
25-44,45-64,M,M,MISDEMEANOR,16,5,30
25-44,45-64,F,F,VIOLATION,16,5,23
45-64,25-44,M,F,VIOLATION,15,5,28
25-44,25-44,M,F,MISDEMEANOR,10,5,23
45-64,65+,F,F,VIOLATION,8,3,5
25-44,45-64,M,M,MISDEMEANOR,13,5,14
25-44,25-44,M,F,VIOLATION,10,5,34
25-44,25-44,M,F,VIOLATION,7,5,19
25-44,25-44,M,M,MISDEMEANOR,12,5,14
45-64,45-64,M,F,MISDEMEANOR,14,5,23
45-64,25-44,M,M,VIOLATION,7,5,6
25-44,25-44,M,M,MISDEMEANOR,12,5,9
18-24,18-24,F,M,MISDEMEANOR,13,5,24
18-24,25-44,F,F,MISDEMEANOR,16,5,14
25-44,25-44,F,M,MISDEMEANOR,16,5,33
25-44,25-44,M,F,VIOLATION,11,5,17
