# suspect_age,victim_age,suspect_sex,victim_sex,crime_law,day_of_month,month,precinct
18-24,45-64,M,M,MISDEMEANOR,13,5,6
<18,45-64,M,M,VIOLATION,9,5,9
18-24,45-64,M,M,FELONY,8,5,23
45-64,25-44,M,F,VIOLATION,12,5,25
45-64,45-64,M,F,VIOLATION,13,5,32
45-64,25-44,M,F,MISDEMEANOR,9,5,6
18-24,25-44,M,M,FELONY,14,5,13
25-44,25-44,F,M,MISDEMEANOR,14,5,32
45-64,45-64,M,M,VIOLATION,7,5,7
25-44,25-44,M,F,MISDEMEANOR,9,5,25
25-44,<18,M,M,MISDEMEANOR,9,5,9
25-44,25-44,M,M,MISDEMEANOR,20,12,32
25-44,25-44,M,M,FELONY,15,5,6
25-44,45-64,F,M,FELONY,14,5,6
65+,65+,M,F,VIOLATION,7,5,17
18-24,18-24,M,F,MISDEMEANOR,8,5,30
18-24,18-24,M,F,MISDEMEANOR,15,5,7
18-24,25-44,M,M,VIOLATION,16,5,23
25-44,45-64,M,F,VIOLATION,4,5,23
25-44,45-64,M,M,VIOLATION,11,5,23
25-44,45-64,M,F,VIOLATION,15,5,32
25-44,25-44,F,F,FELONY,14,5,25
25-44,25-44,M,M,MISDEMEANOR,13,5,28
25-44,45-64,F,M,VIOLATION,8,5,25
45-64,45-64,F,F,MISDEMEANOR,7,5,7
25-44,45-64,F,F,FELONY,12,5,14
25-44,<18,M,M,MISDEMEANOR,11,5,23
45-64,25-44,M,F,MISDEMEANOR,11,5,9
25-44,45-64,M,M,MISDEMEANOR,7,5,10
18-24,18-24,M,F,MISDEMEANOR,22,4,30
18-24,<18,M,F,FELONY,13,5,30
25-44,25-44,M,F,FELONY,15,5,17
25-44,25-44,M,F,MISDEMEANOR,15,5,9
25-44,25-44,M,F,MISDEMEANOR,10,5,24
<18,<18,M,F,MISDEMEANOR,7,4,23
18-24,25-44,M,M,FELONY,13,5,6
25-44,25-44,M,M,FELONY,12,5,9
18-24,25-44,M,M,MISDEMEANOR,14,5,9
25-44,25-44,M,F,MISDEMEANOR,13,5,5
18-24,45-64,M,M,VIOLATION,15,5,28
25-44,18-24,M,F,MISDEMEANOR,15,5,14
25-44,25-44,M,F,MISDEMEANOR,7,5,6
45-64,45-64,F,M,FELONY,13,5,24
25-44,25-44,M,M,MISDEMEANOR,7,5,34
45-64,25-44,M,F,FELONY,6,4,19
25-44,45-64,M,F,MISDEMEANOR,14,5,30
25-44,18-24,M,M,MISDEMEANOR,15,5,1
65+,18-24,F,F,VIOLATION,14,5,30
25-44,25-44,M,M,MISDEMEANOR,14,5,28
25-44,25-44,M,F,MISDEMEANOR,8,5,23
25-44,25-44,M,F,MISDEMEANOR,15,5,19
18-24,45-64,M,M,MISDEMEANOR,30,4,34
25-44,25-44,M,F,VIOLATION,10,5,9
45-64,25-44,F,F,VIOLATION,3,5,13
45-64,25-44,M,F,VIOLATION,12,5,19
25-44,25-44,M,F,FELONY,7,5,18
18-24,<18,M,M,VIOLATION,11,5,20
25-44,25-44,F,F,VIOLATION,11,5,1
65+,45-64,F,M,MISDEMEANOR,13,5,1
18-24,45-64,M,M,FELONY,10,5,23
25-44,25-44,M,F,MISDEMEANOR,9,5,23
25-44,25-44,M,F,FELONY,13,5,14
25-44,45-64,M,M,FELONY,11,5,13
25-44,45-64,M,M,FELONY,12,5,25
25-44,45-64,M,F,MISDEMEANOR,7,5,23
18-24,<18,M,M,FELONY,7,5,1
25-44,25-44,M,F,MISDEMEANOR,12,4,23
25-44,25-44,F,M,FELONY,7,5,32
25-44,25-44,M,F,MISDEMEANOR,10,5,30
25-44,25-44,M,M,MISDEMEANOR,11,5,34
25-44,25-44,M,F,MISDEMEANOR,7,5,19
65+,45-64,M,F,VIOLATION,1,3,20
45-64,25-44,M,M,VIOLATION,14,5,6
45-64,65+,M,F,FELONY,8,5,7
25-44,25-44,F,M,FELONY,10,5,28
25-44,45-64,M,M,FELONY,14,5,7
45-64,45-64,M,M,FELONY,14,5,19
45-64,25-44,F,F,MISDEMEANOR,11,5,1
25-44,45-64,M,M,MISDEMEANOR,7,5,30
25-44,25-44,M,F,VIOLATION,7,5,18
25-44,25-44,F,M,VIOLATION,9,5,1
25-44,45-64,F,F,MISDEMEANOR,5,4,30
18-24,18-24,M,F,MISDEMEANOR,5,5,1
65+,25-44,M,M,MISDEMEANOR,2,5,14
25-44,25-44,M,F,VIOLATION,30,4,23
18-24,18-24,M,M,FELONY,4,5,34
45-64,<18,M,F,MISDEMEANOR,2,5,5
25-44,45-64,M,F,MISDEMEANOR,28,4,19
45-64,45-64,M,M,FELONY,6,5,5
45-64,45-64,M,F,MISDEMEANOR,5,5,24
25-44,18-24,M,M,FELONY,4,5,14
18-24,18-24,M,M,MISDEMEANOR,3,5,28
45-64,25-44,M,M,FELONY,6,5,20
25-44,45-64,M,M,MISDEMEANOR,27,4,33
65+,45-64,M,M,VIOLATION,30,4,32
25-44,25-44,M,M,FELONY,28,4,5
45-64,25-44,F,M,VIOLATION,6,5,23
45-64,45-64,M,F,MISDEMEANOR,30,4,24
25-44,45-64,M,M,VIOLATION,27,4,34
25-44,18-24,M,M,VIOLATION,2,5,13
25-44,25-44,M,M,FELONY,6,5,9
25-44,18-24,F,F,FELONY,3,5,28
65+,45-64,M,F,VIOLATION,2,5,24
25-44,25-44,M,M,VIOLATION,28,4,1
18-24,18-24,M,F,FELONY,30,4,1
25-44,25-44,M,F,FELONY,12,4,34
25-44,25-44,M,F,FELONY,2,5,26
18-24,45-64,M,M,FELONY,1,5,23
25-44,45-64,M,F,MISDEMEANOR,28,4,9
25-44,25-44,M,F,VIOLATION,27,4,7
25-44,45-64,M,F,MISDEMEANOR,27,4,7
25-44,25-44,M,M,VIOLATION,28,4,18
25-44,25-44,M,F,MISDEMEANOR,3,5,20
25-44,25-44,M,M,VIOLATION,4,5,23
18-24,45-64,F,M,FELONY,6,5,24
25-44,<18,M,M,MISDEMEANOR,2,5,7
25-44,25-44,M,F,VIOLATION,8,4,25
25-44,25-44,F,F,VIOLATION,29,4,18
65+,25-44,M,F,MISDEMEANOR,29,4,33
25-44,25-44,F,F,VIOLATION,4,5,13
25-44,25-44,M,F,MISDEMEANOR,5,5,28
25-44,45-64,F,M,FELONY,27,4,20
25-44,18-24,M,F,VIOLATION,6,5,32
25-44,25-44,M,F,MISDEMEANOR,4,5,24
25-44,45-64,M,M,MISDEMEANOR,3,5,9
25-44,25-44,M,F,MISDEMEANOR,27,4,13
25-44,25-44,M,F,VIOLATION,4,5,26
25-44,25-44,M,F,MISDEMEANOR,3,5,26
25-44,25-44,M,M,FELONY,27,4,19
45-64,45-64,M,F,FELONY,20,4,19
25-44,65+,F,F,VIOLATION,30,4,13
25-44,25-44,F,F,VIOLATION,28,7,17
45-64,65+,F,F,VIOLATION,29,4,33
25-44,25-44,M,F,MISDEMEANOR,1,5,9
25-44,25-44,M,F,MISDEMEANOR,3,5,25
25-44,18-24,F,F,MISDEMEANOR,4,5,9
25-44,25-44,M,M,FELONY,1,5,14
45-64,25-44,M,F,VIOLATION,26,4,18
25-44,25-44,M,F,FELONY,3,5,19
18-24,18-24,M,M,FELONY,30,4,34
18-24,25-44,M,M,MISDEMEANOR,28,4,28
65+,25-44,F,F,VIOLATION,28,4,19
65+,65+,F,F,VIOLATION,1,5,24
25-44,25-44,M,M,VIOLATION,30,4,24
25-44,18-24,F,F,MISDEMEANOR,6,4,6
25-44,25-44,M,M,VIOLATION,27,4,13
18-24,<18,F,M,FELONY,1,3,9
25-44,25-44,M,F,MISDEMEANOR,30,4,28
18-24,65+,M,F,FELONY,4,5,22
25-44,18-24,M,M,MISDEMEANOR,3,5,14
25-44,45-64,F,M,FELONY,27,4,7
45-64,45-64,M,F,MISDEMEANOR,5,5,5
25-44,45-64,M,M,MISDEMEANOR,6,5,17
25-44,18-24,M,M,MISDEMEANOR,25,4,19
25-44,25-44,F,F,MISDEMEANOR,2,5,26
25-44,25-44,M,F,VIOLATION,2,5,6
25-44,18-24,F,F,MISDEMEANOR,5,5,32
25-44,25-44,M,F,MISDEMEANOR,27,4,13
25-44,25-44,M,M,FELONY,4,5,5
65+,25-44,F,M,VIOLATION,1,5,23
25-44,45-64,M,M,MISDEMEANOR,5,5,14
25-44,25-44,M,F,MISDEMEANOR,26,4,18
45-64,45-64,M,M,MISDEMEANOR,28,4,19
45-64,45-64,F,F,MISDEMEANOR,2,5,14
25-44,25-44,M,F,MISDEMEANOR,2,5,33
25-44,18-24,M,F,MISDEMEANOR,5,5,32
18-24,25-44,F,M,FELONY,1,5,10
25-44,25-44,M,F,MISDEMEANOR,6,5,14
25-44,65+,M,F,MISDEMEANOR,29,4,19
25-44,25-44,M,M,MISDEMEANOR,4,5,33
45-64,25-44,F,M,MISDEMEANOR,6,5,23
25-44,18-24,F,F,MISDEMEANOR,6,5,14
25-44,25-44,F,F,FELONY,29,4,20
25-44,25-44,F,M,VIOLATION,4,5,34
25-44,18-24,F,F,MISDEMEANOR,27,4,28
45-64,25-44,M,M,MISDEMEANOR,2,5,25
25-44,18-24,M,M,MISDEMEANOR,29,4,30
45-64,45-64,M,F,MISDEMEANOR,27,4,32
25-44,18-24,M,F,MISDEMEANOR,3,5,26
25-44,25-44,M,F,VIOLATION,27,4,18
18-24,45-64,M,M,VIOLATION,6,5,34
45-64,25-44,M,M,MISDEMEANOR,2,5,23
45-64,45-64,M,F,FELONY,28,4,26
45-64,45-64,F,M,FELONY,5,5,7
45-64,25-44,F,F,VIOLATION,1,5,13
45-64,45-64,M,F,MISDEMEANOR,2,5,30
45-64,45-64,M,F,MISDEMEANOR,1,5,1
25-44,45-64,M,M,VIOLATION,2,5,24
25-44,65+,M,M,VIOLATION,28,4,26
25-44,25-44,M,F,MISDEMEANOR,4,5,34
45-64,25-44,M,F,MISDEMEANOR,6,5,28
25-44,45-64,M,F,VIOLATION,2,5,10
45-64,25-44,M,F,VIOLATION,1,5,19
25-44,25-44,M,F,MISDEMEANOR,4,5,19
45-64,25-44,M,M,VIOLATION,5,5,18
25-44,65+,M,F,MISDEMEANOR,29,4,33
45-64,25-44,M,F,MISDEMEANOR,12,11,34
25-44,25-44,F,F,VIOLATION,30,4,30
25-44,18-24,M,F,VIOLATION,5,5,28
45-64,25-44,M,F,VIOLATION,6,5,32
25-44,45-64,M,M,FELONY,1,5,24
25-44,45-64,M,M,FELONY,6,5,32
25-44,25-44,M,F,MISDEMEANOR,28,4,25
18-24,18-24,M,F,MISDEMEANOR,30,4,14
25-44,25-44,F,F,MISDEMEANOR,4,5,32
25-44,25-44,M,M,MISDEMEANOR,29,4,14
25-44,25-44,F,M,MISDEMEANOR,28,4,7
45-64,45-64,M,M,VIOLATION,5,5,28
25-44,25-44,M,F,FELONY,6,5,24
65+,45-64,M,M,MISDEMEANOR,3,5,13
45-64,65+,F,F,FELONY,29,4,20
25-44,45-64,M,M,VIOLATION,1,5,18
25-44,65+,M,F,FELONY,3,5,9
25-44,18-24,M,M,FELONY,27,4,28
25-44,25-44,M,F,MISDEMEANOR,6,5,14
<18,65+,M,M,VIOLATION,28,4,6
25-44,25-44,M,M,MISDEMEANOR,6,5,18
45-64,45-64,M,M,MISDEMEANOR,3,5,18
25-44,25-44,M,F,MISDEMEANOR,3,5,7
18-24,45-64,M,M,MISDEMEANOR,1,5,14
45-64,25-44,F,F,VIOLATION,2,5,34
25-44,45-64,M,M,FELONY,28,4,18
18-24,45-64,F,F,MISDEMEANOR,30,4,23
25-44,65+,M,M,FELONY,17,4,23
25-44,18-24,F,F,VIOLATION,30,4,5
18-24,25-44,F,F,MISDEMEANOR,4,5,24
25-44,45-64,M,M,VIOLATION,4,5,20
18-24,18-24,M,F,FELONY,3,5,28
45-64,45-64,M,F,VIOLATION,29,4,13
25-44,25-44,M,F,MISDEMEANOR,28,4,25
25-44,25-44,M,M,FELONY,28,4,19
25-44,45-64,M,F,VIOLATION,30,4,7
25-44,25-44,M,F,MISDEMEANOR,30,6,17
45-64,25-44,F,F,MISDEMEANOR,1,5,18
18-24,25-44,F,F,MISDEMEANOR,3,5,23
25-44,25-44,M,F,MISDEMEANOR,5,5,34
25-44,45-64,F,M,MISDEMEANOR,1,5,13
18-24,45-64,F,F,MISDEMEANOR,30,4,30
25-44,25-44,M,M,MISDEMEANOR,26,4,19
45-64,45-64,M,F,FELONY,3,5,7
25-44,25-44,M,M,FELONY,27,4,20
25-44,18-24,M,M,VIOLATION,27,4,10
25-44,45-64,F,M,MISDEMEANOR,27,4,14
18-24,45-64,F,F,VIOLATION,30,4,28
25-44,25-44,M,F,VIOLATION,4,5,24
25-44,25-44,M,F,FELONY,29,4,10
25-44,25-44,M,F,MISDEMEANOR,2,5,34
45-64,18-24,M,M,VIOLATION,27,4,28
25-44,25-44,M,F,MISDEMEANOR,4,5,14
18-24,45-64,F,F,MISDEMEANOR,27,4,9
45-64,25-44,M,M,MISDEMEANOR,1,5,25
65+,65+,M,M,MISDEMEANOR,29,4,6
25-44,45-64,M,F,FELONY,3,5,28
25-44,25-44,F,F,VIOLATION,29,4,14
18-24,18-24,F,F,MISDEMEANOR,6,5,24
25-44,25-44,M,F,MISDEMEANOR,1,5,14
18-24,18-24,M,M,MISDEMEANOR,1,5,13
25-44,65+,M,F,MISDEMEANOR,4,5,19
18-24,25-44,M,M,FELONY,28,4,9
18-24,45-64,F,F,FELONY,2,5,7
25-44,18-24,M,F,FELONY,2,5,13
25-44,45-64,M,M,VIOLATION,4,5,19
18-24,25-44,M,M,VIOLATION,29,4,14
45-64,18-24,M,F,FELONY,30,4,9
25-44,65+,F,F,VIOLATION,5,5,26
25-44,18-24,F,F,MISDEMEANOR,30,4,32
25-44,25-44,M,F,FELONY,28,4,33
25-44,25-44,M,F,MISDEMEANOR,1,5,28
25-44,65+,M,M,VIOLATION,28,4,6
25-44,25-44,M,F,MISDEMEANOR,30,4,28
25-44,25-44,F,F,MISDEMEANOR,4,5,32
45-64,25-44,F,F,VIOLATION,27,4,34
18-24,25-44,M,M,FELONY,3,5,6
25-44,45-64,M,M,MISDEMEANOR,29,4,1
25-44,18-24,M,F,MISDEMEANOR,1,5,20
45-64,45-64,M,F,MISDEMEANOR,2,5,28
45-64,25-44,M,M,VIOLATION,12,2,28
45-64,25-44,M,F,VIOLATION,4,5,24
25-44,25-44,M,F,MISDEMEANOR,5,5,30
45-64,25-44,M,M,FELONY,3,5,24
25-44,45-64,M,M,FELONY,25,4,18
45-64,65+,M,F,VIOLATION,5,5,19
25-44,25-44,M,F,FELONY,2,5,23
25-44,18-24,M,M,MISDEMEANOR,29,4,20
45-64,65+,M,F,FELONY,24,4,14
25-44,25-44,M,F,MISDEMEANOR,29,5,7
<18,45-64,M,M,MISDEMEANOR,1,5,28
65+,25-44,F,M,VIOLATION,27,4,10
<18,25-44,M,F,MISDEMEANOR,28,4,28
45-64,45-64,F,M,VIOLATION,29,4,25
25-44,<18,F,M,VIOLATION,5,5,23
18-24,25-44,M,F,MISDEMEANOR,4,5,23
18-24,18-24,M,F,VIOLATION,6,5,34
25-44,18-24,M,F,MISDEMEANOR,6,5,1
25-44,18-24,M,F,MISDEMEANOR,2,5,32
25-44,25-44,M,F,MISDEMEANOR,27,4,9
25-44,65+,M,F,VIOLATION,3,5,28
25-44,25-44,M,F,VIOLATION,2,5,1
18-24,25-44,F,F,FELONY,3,5,28
18-24,65+,M,M,FELONY,5,5,13
45-64,25-44,F,F,VIOLATION,27,4,18
25-44,45-64,F,F,MISDEMEANOR,27,4,28
45-64,25-44,M,M,MISDEMEANOR,30,4,14
25-44,25-44,F,M,MISDEMEANOR,29,4,34
25-44,25-44,M,M,FELONY,5,5,32
25-44,25-44,F,F,MISDEMEANOR,30,4,23
25-44,25-44,M,F,FELONY,3,5,32
18-24,18-24,M,F,MISDEMEANOR,29,4,28
45-64,<18,M,M,MISDEMEANOR,29,4,19
25-44,25-44,M,F,VIOLATION,5,5,24
25-44,25-44,M,F,MISDEMEANOR,1,5,1
18-24,<18,M,F,FELONY,6,4,6
45-64,25-44,M,M,MISDEMEANOR,4,5,20
25-44,25-44,M,F,MISDEMEANOR,27,4,7
25-44,65+,M,M,VIOLATION,23,3,9
25-44,25-44,M,F,VIOLATION,1,5,23
18-24,45-64,F,F,VIOLATION,29,4,32
25-44,25-44,M,F,FELONY,29,4,7
18-24,45-64,M,M,MISDEMEANOR,1,5,1
25-44,65+,F,F,FELONY,29,4,20
25-44,25-44,M,M,FELONY,27,4,34
25-44,65+,M,F,FELONY,1,5,6
25-44,25-44,M,M,VIOLATION,4,5,1
18-24,25-44,F,F,MISDEMEANOR,26,4,23
45-64,45-64,M,M,FELONY,1,5,25
45-64,45-64,F,F,MISDEMEANOR,27,4,17
25-44,25-44,M,F,MISDEMEANOR,2,5,33
25-44,25-44,M,F,MISDEMEANOR,1,5,14
45-64,25-44,F,F,MISDEMEANOR,4,5,14
25-44,25-44,F,F,MISDEMEANOR,6,5,14
25-44,18-24,M,F,FELONY,4,5,14
25-44,45-64,F,M,VIOLATION,3,5,19
<18,<18,F,F,MISDEMEANOR,2,5,25
25-44,25-44,F,F,VIOLATION,2,5,30
65+,25-44,F,M,MISDEMEANOR,28,4,10
45-64,25-44,F,M,VIOLATION,6,5,23
45-64,25-44,M,F,VIOLATION,4,5,34
18-24,65+,M,F,MISDEMEANOR,6,5,32
45-64,25-44,M,M,MISDEMEANOR,27,4,28
45-64,45-64,M,F,VIOLATION,2,5,24
25-44,<18,M,M,MISDEMEANOR,28,4,25
25-44,45-64,M,M,MISDEMEANOR,27,4,28
45-64,45-64,M,F,VIOLATION,4,5,18
45-64,45-64,M,M,MISDEMEANOR,29,4,18
25-44,25-44,M,F,FELONY,3,5,23
25-44,18-24,M,F,FELONY,1,5,32
25-44,18-24,M,F,MISDEMEANOR,6,5,14
25-44,65+,M,F,FELONY,6,5,7
25-44,25-44,M,F,MISDEMEANOR,3,5,23
25-44,45-64,M,M,VIOLATION,4,5,28
25-44,25-44,M,F,MISDEMEANOR,5,5,28
25-44,25-44,M,M,MISDEMEANOR,30,4,24
25-44,25-44,F,F,VIOLATION,17,3,24
45-64,25-44,M,M,MISDEMEANOR,1,5,10
25-44,25-44,M,F,MISDEMEANOR,3,5,23
65+,45-64,M,M,FELONY,3,5,30
18-24,25-44,F,F,MISDEMEANOR,27,4,28
18-24,25-44,F,M,VIOLATION,6,5,14
25-44,25-44,M,F,VIOLATION,2,5,19
45-64,25-44,M,F,VIOLATION,27,4,23
18-24,45-64,M,M,VIOLATION,27,4,33
45-64,45-64,M,F,FELONY,4,5,25
25-44,25-44,M,M,FELONY,29,4,14
25-44,25-44,M,F,FELONY,30,4,23
45-64,45-64,F,F,MISDEMEANOR,5,5,19
25-44,25-44,F,F,VIOLATION,1,8,13
25-44,25-44,M,M,FELONY,5,5,14
45-64,45-64,F,F,VIOLATION,20,3,34
18-24,<18,M,M,FELONY,5,5,24
45-64,45-64,M,F,MISDEMEANOR,1,5,34
25-44,65+,M,M,FELONY,28,4,17
25-44,45-64,M,F,MISDEMEANOR,27,4,23
45-64,25-44,M,F,FELONY,5,5,14
25-44,25-44,M,F,MISDEMEANOR,2,5,5
25-44,45-64,M,M,MISDEMEANOR,1,5,13
25-44,18-24,M,M,FELONY,27,4,33
25-44,25-44,F,M,FELONY,29,4,34
25-44,45-64,F,M,VIOLATION,27,4,13
45-64,25-44,M,F,VIOLATION,4,5,33
25-44,18-24,F,F,FELONY,3,5,23
45-64,18-24,M,F,FELONY,27,4,14
25-44,45-64,F,M,MISDEMEANOR,2,5,10
25-44,25-44,F,F,MISDEMEANOR,27,4,32
25-44,45-64,M,F,VIOLATION,3,5,19
25-44,25-44,F,M,MISDEMEANOR,4,5,19
25-44,45-64,M,F,VIOLATION,6,5,25
25-44,18-24,F,F,MISDEMEANOR,6,5,25
25-44,25-44,F,F,VIOLATION,28,4,23
45-64,65+,M,F,MISDEMEANOR,6,5,24
25-44,25-44,M,F,FELONY,9,4,26
18-24,18-24,F,F,VIOLATION,30,4,14
18-24,25-44,F,F,VIOLATION,1,5,32
25-44,65+,M,M,MISDEMEANOR,3,5,14
45-64,18-24,M,F,MISDEMEANOR,6,5,24
25-44,45-64,F,M,MISDEMEANOR,28,4,14
25-44,45-64,M,M,MISDEMEANOR,4,5,5
45-64,25-44,M,F,VIOLATION,1,5,26
<18,<18,M,F,FELONY,1,9,23
45-64,65+,M,F,VIOLATION,2,5,33
45-64,25-44,M,M,MISDEMEANOR,27,4,34
45-64,45-64,M,F,VIOLATION,27,4,13
18-24,25-44,M,M,FELONY,27,4,23
45-64,25-44,M,M,MISDEMEANOR,1,5,34
45-64,65+,M,F,MISDEMEANOR,29,4,14
45-64,25-44,M,M,MISDEMEANOR,4,5,24
25-44,45-64,M,M,MISDEMEANOR,3,5,6
25-44,45-64,M,M,MISDEMEANOR,28,4,26
25-44,45-64,M,M,VIOLATION,29,4,34
25-44,18-24,M,F,VIOLATION,30,4,24
25-44,65+,F,F,VIOLATION,29,4,34
25-44,25-44,M,M,MISDEMEANOR,1,5,1
65+,25-44,M,M,VIOLATION,5,5,34
25-44,45-64,M,F,VIOLATION,6,5,10
45-64,45-64,F,M,VIOLATION,28,4,24
45-64,45-64,M,M,MISDEMEANOR,3,5,18
25-44,25-44,F,F,MISDEMEANOR,5,5,9
18-24,25-44,M,M,MISDEMEANOR,1,5,23
25-44,25-44,M,F,VIOLATION,6,5,14
25-44,45-64,M,F,FELONY,23,4,24
18-24,25-44,F,M,VIOLATION,4,5,24
25-44,25-44,F,M,MISDEMEANOR,2,5,26
45-64,25-44,M,F,VIOLATION,3,5,14
25-44,18-24,M,F,MISDEMEANOR,3,5,30
25-44,25-44,F,F,MISDEMEANOR,26,4,26
25-44,25-44,M,F,MISDEMEANOR,30,4,9
25-44,25-44,M,M,VIOLATION,30,4,28
25-44,25-44,M,F,MISDEMEANOR,2,5,18
25-44,25-44,F,M,VIOLATION,29,4,7
45-64,45-64,M,M,FELONY,28,4,19
25-44,45-64,M,F,MISDEMEANOR,29,4,34
45-64,25-44,M,M,MISDEMEANOR,20,4,34
25-44,25-44,M,F,FELONY,5,5,25
25-44,25-44,M,M,MISDEMEANOR,2,5,7
45-64,45-64,M,M,VIOLATION,28,4,23
25-44,25-44,F,M,MISDEMEANOR,2,5,33
25-44,25-44,M,M,MISDEMEANOR,28,4,14
25-44,<18,M,M,MISDEMEANOR,27,4,18
25-44,45-64,M,M,MISDEMEANOR,29,4,17
<18,<18,F,F,VIOLATION,2,5,24
18-24,45-64,M,M,MISDEMEANOR,28,4,23
25-44,25-44,M,M,VIOLATION,6,5,34
45-64,45-64,M,F,VIOLATION,3,5,18
45-64,45-64,M,F,MISDEMEANOR,4,5,18
45-64,25-44,M,M,MISDEMEANOR,4,5,18
25-44,45-64,M,F,VIOLATION,1,5,1
25-44,45-64,F,F,MISDEMEANOR,29,4,26
18-24,18-24,M,F,FELONY,5,5,19
25-44,25-44,M,M,FELONY,2,5,9
45-64,45-64,M,M,FELONY,29,4,14
25-44,18-24,M,F,FELONY,28,4,13
25-44,25-44,M,F,VIOLATION,1,5,30
25-44,25-44,M,F,MISDEMEANOR,27,4,30
25-44,45-64,M,F,VIOLATION,29,4,32
45-64,45-64,M,M,FELONY,5,5,9
45-64,45-64,M,F,MISDEMEANOR,28,4,24
18-24,18-24,M,F,FELONY,30,4,25
18-24,<18,M,F,MISDEMEANOR,4,5,24
45-64,65+,M,M,VIOLATION,27,4,6
45-64,25-44,F,F,MISDEMEANOR,5,5,10
45-64,18-24,M,F,VIOLATION,4,5,7
25-44,25-44,F,M,MISDEMEANOR,30,4,20
25-44,45-64,F,M,MISDEMEANOR,13,3,23
25-44,45-64,F,M,MISDEMEANOR,28,4,18
25-44,25-44,M,F,FELONY,30,4,13
25-44,25-44,M,M,FELONY,30,4,6
25-44,25-44,M,M,VIOLATION,5,5,28
45-64,25-44,M,F,MISDEMEANOR,29,4,26
45-64,25-44,M,F,FELONY,29,4,23
25-44,45-64,M,F,MISDEMEANOR,29,4,30
18-24,45-64,M,M,FELONY,5,5,28
45-64,45-64,F,M,VIOLATION,4,5,28
25-44,45-64,F,F,MISDEMEANOR,2,5,23
45-64,45-64,M,M,FELONY,16,4,9
65+,65+,M,F,VIOLATION,4,5,7
25-44,65+,M,F,MISDEMEANOR,30,4,23
25-44,25-44,F,F,MISDEMEANOR,5,4,24
25-44,25-44,F,F,MISDEMEANOR,5,5,9
25-44,65+,M,F,VIOLATION,27,4,33
25-44,18-24,M,F,FELONY,5,5,10
25-44,45-64,M,M,VIOLATION,28,4,28
25-44,25-44,M,F,MISDEMEANOR,30,4,30
45-64,25-44,M,M,MISDEMEANOR,30,4,10
18-24,25-44,F,F,VIOLATION,23,4,28
18-24,25-44,M,F,FELONY,23,4,32
25-44,65+,M,F,MISDEMEANOR,5,5,28
65+,18-24,F,F,VIOLATION,29,4,19
25-44,25-44,M,F,FELONY,6,5,13
45-64,25-44,M,F,MISDEMEANOR,5,5,28
18-24,18-24,M,M,MISDEMEANOR,30,4,1
45-64,25-44,F,M,FELONY,2,5,14
25-44,18-24,M,M,MISDEMEANOR,30,4,9
45-64,25-44,F,F,VIOLATION,30,4,28
25-44,25-44,M,F,MISDEMEANOR,30,4,23
45-64,45-64,F,F,FELONY,30,4,28
25-44,65+,M,M,FELONY,1,5,25
18-24,45-64,M,M,FELONY,4,5,33
25-44,25-44,F,F,FELONY,30,4,25
45-64,18-24,M,M,FELONY,3,5,25
25-44,45-64,M,F,MISDEMEANOR,2,5,18
<18,<18,M,M,VIOLATION,28,4,7
45-64,45-64,F,M,MISDEMEANOR,2,5,6
25-44,25-44,M,F,MISDEMEANOR,2,5,34
25-44,25-44,M,F,FELONY,3,5,19
25-44,45-64,M,M,FELONY,28,4,17
25-44,45-64,M,M,MISDEMEANOR,2,5,14
25-44,<18,M,F,VIOLATION,4,5,19
25-44,25-44,F,F,MISDEMEANOR,2,5,9
25-44,25-44,M,F,VIOLATION,30,4,24
18-24,18-24,M,M,MISDEMEANOR,29,4,34
45-64,65+,F,F,VIOLATION,30,4,10
25-44,25-44,M,M,MISDEMEANOR,30,4,13
25-44,18-24,M,F,MISDEMEANOR,29,4,10
45-64,45-64,M,M,FELONY,3,5,24
25-44,25-44,M,F,FELONY,22,3,18
18-24,25-44,M,M,FELONY,30,4,7
25-44,25-44,M,F,MISDEMEANOR,28,4,10
25-44,25-44,F,M,VIOLATION,6,5,18
25-44,45-64,M,F,VIOLATION,4,5,19
18-24,18-24,F,F,MISDEMEANOR,29,4,28
18-24,18-24,M,F,MISDEMEANOR,28,4,34
25-44,25-44,M,F,MISDEMEANOR,6,5,25
25-44,25-44,F,F,FELONY,28,4,10
25-44,25-44,F,M,MISDEMEANOR,3,5,23
25-44,<18,M,M,MISDEMEANOR,27,4,14
18-24,18-24,M,F,FELONY,4,5,23
25-44,25-44,M,F,MISDEMEANOR,30,4,23
45-64,25-44,M,M,FELONY,30,4,30
25-44,25-44,M,F,MISDEMEANOR,2,1,28
45-64,25-44,M,F,MISDEMEANOR,1,5,18
25-44,25-44,M,M,FELONY,23,4,14
45-64,25-44,M,F,MISDEMEANOR,5,5,9
25-44,25-44,M,F,FELONY,5,5,7
18-24,18-24,F,F,FELONY,27,4,7
<18,65+,M,M,VIOLATION,6,5,26
25-44,25-44,F,F,MISDEMEANOR,4,5,32
25-44,45-64,M,F,FELONY,2,5,9
25-44,25-44,M,F,VIOLATION,2,5,9
25-44,45-64,M,M,VIOLATION,2,5,32
25-44,25-44,F,F,MISDEMEANOR,1,5,34
25-44,45-64,F,F,VIOLATION,4,5,26
25-44,45-64,F,F,VIOLATION,1,5,28
18-24,25-44,F,F,MISDEMEANOR,4,5,32
