# precinct,law_category,crime_day,crime_month,suspect_age,suspect_sex,victim_age,victim_sex
23,MISDEMEANOR,22,4,25-44,M,25-44,F
5,FELONY,21,4,25-44,M,25-44,F
23,VIOLATION,25,4,18-24,M,18-24,F
25,FELONY,23,4,25-44,F,25-44,M
25,MISDEMEANOR,26,4,45-64,M,25-44,M
18,FELONY,24,4,25-44,M,25-44,M
19,VIOLATION,25,4,45-64,M,45-64,F
19,FELONY,19,4,18-24,M,45-64,F
30,MISDEMEANOR,23,4,25-44,F,25-44,F
14,MISDEMEANOR,20,4,45-64,M,65+,M
19,MISDEMEANOR,18,4,25-44,M,45-64,M
30,MISDEMEANOR,18,4,25-44,M,25-44,F
13,FELONY,26,4,18-24,F,18-24,F
34,VIOLATION,18,4,25-44,M,25-44,F
33,VIOLATION,25,4,25-44,F,25-44,M
23,FELONY,23,4,25-44,M,25-44,F
5,VIOLATION,23,4,25-44,M,25-44,M
20,MISDEMEANOR,17,4,45-64,F,45-64,M
28,VIOLATION,23,4,25-44,M,25-44,F
17,MISDEMEANOR,20,4,25-44,M,18-24,F
5,VIOLATION,19,4,<18,M,25-44,F
32,MISDEMEANOR,24,4,25-44,M,25-44,F
26,VIOLATION,21,4,45-64,M,25-44,F
34,VIOLATION,25,4,25-44,M,45-64,F
7,MISDEMEANOR,19,4,25-44,M,25-44,M
14,MISDEMEANOR,21,4,18-24,M,25-44,F
23,VIOLATION,21,4,25-44,M,65+,F
17,VIOLATION,20,4,25-44,F,45-64,M
32,FELONY,17,4,25-44,M,18-24,F
30,FELONY,25,4,<18,M,18-24,F
1,VIOLATION,7,4,25-44,M,25-44,F
6,MISDEMEANOR,19,4,25-44,M,25-44,M
7,VIOLATION,20,4,45-64,M,25-44,F
32,MISDEMEANOR,21,4,45-64,M,18-24,M
34,FELONY,19,4,25-44,M,25-44,M
28,VIOLATION,24,4,25-44,M,25-44,F
5,VIOLATION,25,4,18-24,M,25-44,M
23,MISDEMEANOR,24,4,45-64,M,25-44,M
26,MISDEMEANOR,26,4,25-44,F,25-44,F
18,VIOLATION,24,4,25-44,F,25-44,M
5,FELONY,22,4,25-44,M,25-44,M
34,VIOLATION,19,4,65+,M,25-44,M
28,MISDEMEANOR,24,4,25-44,F,25-44,F
18,VIOLATION,17,4,25-44,M,45-64,M
23,FELONY,16,4,25-44,M,25-44,F
18,MISDEMEANOR,17,4,25-44,M,25-44,F
25,MISDEMEANOR,18,4,45-64,F,65+,M
13,MISDEMEANOR,1,2,65+,M,25-44,M
23,MISDEMEANOR,24,4,18-24,M,45-64,M
19,FELONY,21,4,18-24,M,45-64,F
32,MISDEMEANOR,24,4,25-44,M,25-44,F
34,MISDEMEANOR,23,4,25-44,M,25-44,F
28,VIOLATION,17,4,45-64,M,25-44,M
19,FELONY,24,4,25-44,M,25-44,F
10,FELONY,17,4,25-44,M,25-44,F
17,MISDEMEANOR,25,3,25-44,M,25-44,F
26,MISDEMEANOR,23,4,25-44,F,25-44,F
18,MISDEMEANOR,26,4,18-24,M,45-64,M
23,VIOLATION,23,4,45-64,M,45-64,F
32,MISDEMEANOR,22,4,45-64,M,65+,M
19,MISDEMEANOR,18,4,25-44,F,45-64,M
23,MISDEMEANOR,18,4,25-44,M,25-44,M
18,FELONY,25,4,25-44,F,25-44,M
23,VIOLATION,18,4,45-64,M,25-44,F
5,MISDEMEANOR,19,4,25-44,M,25-44,F
14,MISDEMEANOR,16,4,25-44,F,45-64,F
32,MISDEMEANOR,6,4,<18,F,18-24,F
19,VIOLATION,16,4,45-64,M,25-44,F
1,MISDEMEANOR,24,4,45-64,M,45-64,M
26,MISDEMEANOR,24,4,45-64,M,25-44,F
20,VIOLATION,23,4,45-64,F,45-64,M
19,VIOLATION,24,4,65+,F,25-44,F
25,VIOLATION,24,4,18-24,M,25-44,F
28,VIOLATION,19,4,25-44,M,25-44,F
30,FELONY,15,4,45-64,F,45-64,M
9,MISDEMEANOR,23,4,<18,F,25-44,F
9,FELONY,26,4,45-64,M,<18,F
32,VIOLATION,18,4,45-64,M,45-64,F
5,VIOLATION,22,4,45-64,M,65+,M
23,MISDEMEANOR,20,4,25-44,M,25-44,F
23,MISDEMEANOR,26,4,25-44,M,25-44,F
5,MISDEMEANOR,16,4,25-44,F,25-44,F
14,MISDEMEANOR,25,4,45-64,M,45-64,F
14,FELONY,17,4,18-24,M,18-24,M
30,MISDEMEANOR,20,4,25-44,M,25-44,M
33,FELONY,19,4,25-44,F,65+,M
6,MISDEMEANOR,25,4,45-64,M,25-44,M
23,MISDEMEANOR,26,3,25-44,F,25-44,F
18,VIOLATION,22,4,25-44,M,25-44,F
30,MISDEMEANOR,21,4,25-44,M,25-44,F
25,FELONY,25,4,25-44,M,<18,M
24,MISDEMEANOR,19,4,18-24,M,45-64,F
1,MISDEMEANOR,18,4,18-24,M,25-44,M
20,VIOLATION,25,4,25-44,F,25-44,F
23,MISDEMEANOR,22,4,25-44,M,18-24,F
28,MISDEMEANOR,24,4,25-44,M,25-44,M
6,VIOLATION,25,4,25-44,F,25-44,M
9,FELONY,24,4,25-44,M,45-64,F
24,MISDEMEANOR,20,4,25-44,M,25-44,F
19,VIOLATION,22,4,65+,M,25-44,M
33,MISDEMEANOR,26,4,25-44,M,45-64,F
13,VIOLATION,17,4,18-24,M,25-44,M
34,VIOLATION,26,4,18-24,F,65+,F
13,VIOLATION,18,4,45-64,M,25-44,M
13,MISDEMEANOR,18,1,25-44,M,18-24,F
18,FELONY,21,4,45-64,M,25-44,F
25,MISDEMEANOR,21,4,25-44,M,45-64,F
7,MISDEMEANOR,25,4,25-44,M,25-44,F
19,MISDEMEANOR,17,4,45-64,M,25-44,F
10,MISDEMEANOR,19,4,45-64,M,45-64,M
23,MISDEMEANOR,22,4,25-44,M,25-44,F
13,MISDEMEANOR,19,4,25-44,M,25-44,M
5,FELONY,21,4,25-44,M,25-44,F
5,MISDEMEANOR,26,4,<18,M,25-44,F
13,VIOLATION,17,4,45-64,F,65+,M
14,FELONY,21,4,25-44,M,18-24,M
25,MISDEMEANOR,17,4,18-24,F,25-44,F
34,VIOLATION,20,4,<18,F,25-44,F
17,FELONY,24,4,18-24,F,18-24,F
7,VIOLATION,21,4,25-44,M,25-44,F
33,MISDEMEANOR,20,4,18-24,M,<18,M
30,MISDEMEANOR,24,4,18-24,M,45-64,M
28,VIOLATION,24,4,25-44,F,45-64,M
20,FELONY,10,3,25-44,M,25-44,F
19,MISDEMEANOR,21,4,25-44,M,25-44,F
10,VIOLATION,17,4,25-44,M,18-24,F
26,MISDEMEANOR,26,4,25-44,M,45-64,F
19,MISDEMEANOR,24,4,25-44,M,25-44,F
24,MISDEMEANOR,20,4,25-44,M,25-44,M
6,MISDEMEANOR,19,4,25-44,M,45-64,M
34,VIOLATION,18,4,25-44,F,65+,F
25,MISDEMEANOR,22,4,18-24,M,25-44,M
14,VIOLATION,20,4,25-44,M,25-44,M
24,VIOLATION,23,4,25-44,M,18-24,F
25,VIOLATION,20,4,25-44,M,25-44,M
28,FELONY,25,4,25-44,M,18-24,M
20,MISDEMEANOR,22,4,18-24,M,25-44,M
14,VIOLATION,21,4,25-44,M,25-44,F
9,MISDEMEANOR,19,4,18-24,M,<18,M
6,MISDEMEANOR,24,4,25-44,M,25-44,M
9,MISDEMEANOR,22,4,25-44,M,25-44,F
19,VIOLATION,17,4,45-64,M,45-64,F
18,FELONY,26,4,25-44,M,25-44,F
19,VIOLATION,26,4,18-24,M,25-44,F
23,MISDEMEANOR,15,4,25-44,M,25-44,F
14,MISDEMEANOR,23,4,25-44,F,25-44,M
24,MISDEMEANOR,26,4,<18,M,25-44,F
13,MISDEMEANOR,17,4,25-44,M,18-24,M
33,MISDEMEANOR,25,4,45-64,F,25-44,M
33,VIOLATION,16,4,25-44,F,65+,F
23,MISDEMEANOR,19,4,25-44,M,25-44,F
25,MISDEMEANOR,25,4,25-44,M,<18,M
33,VIOLATION,13,4,25-44,M,25-44,F
9,FELONY,21,4,25-44,M,65+,M
23,VIOLATION,18,4,25-44,M,45-64,F
23,MISDEMEANOR,21,4,25-44,M,25-44,F
14,MISDEMEANOR,18,4,18-24,M,45-64,F
23,FELONY,21,4,25-44,M,25-44,F
17,FELONY,20,4,25-44,M,25-44,F
13,VIOLATION,19,4,45-64,F,18-24,M
20,FELONY,25,4,45-64,M,45-64,F
30,VIOLATION,19,4,25-44,M,25-44,F
9,VIOLATION,20,4,25-44,M,45-64,F
6,VIOLATION,24,4,25-44,M,25-44,M
24,VIOLATION,23,4,45-64,M,65+,M
30,MISDEMEANOR,21,4,<18,F,<18,F
23,VIOLATION,20,4,45-64,F,45-64,F
28,MISDEMEANOR,20,4,18-24,M,45-64,M
32,FELONY,21,4,45-64,F,45-64,M
17,MISDEMEANOR,31,3,45-64,M,25-44,F
32,MISDEMEANOR,23,4,25-44,F,25-44,F
28,MISDEMEANOR,18,4,25-44,M,25-44,F
33,VIOLATION,20,4,18-24,M,25-44,M
34,MISDEMEANOR,24,4,25-44,F,25-44,F
34,FELONY,19,4,25-44,M,45-64,M
1,FELONY,26,4,25-44,M,45-64,M
25,MISDEMEANOR,22,4,45-64,M,45-64,F
18,VIOLATION,17,4,25-44,M,45-64,F
28,FELONY,23,4,25-44,M,<18,F
30,MISDEMEANOR,19,4,18-24,M,18-24,F
5,FELONY,24,4,18-24,M,25-44,M
34,MISDEMEANOR,24,4,25-44,M,25-44,F
23,FELONY,22,4,25-44,M,25-44,F
14,FELONY,18,4,25-44,M,18-24,M
19,VIOLATION,24,4,45-64,M,45-64,F
25,MISDEMEANOR,25,4,25-44,M,25-44,F
23,VIOLATION,17,4,25-44,M,25-44,F
14,VIOLATION,22,4,45-64,F,45-64,M
23,VIOLATION,18,4,25-44,M,25-44,F
18,VIOLATION,19,4,25-44,M,18-24,F
18,VIOLATION,17,4,45-64,M,25-44,M
34,FELONY,17,4,45-64,M,<18,M
32,VIOLATION,17,4,<18,M,45-64,F
5,MISDEMEANOR,23,4,45-64,M,65+,M
5,MISDEMEANOR,25,4,25-44,M,25-44,F
33,VIOLATION,22,4,25-44,M,45-64,M
5,MISDEMEANOR,18,4,25-44,M,45-64,M
23,MISDEMEANOR,25,4,25-44,M,25-44,F
26,VIOLATION,20,4,25-44,M,25-44,F
28,VIOLATION,25,4,45-64,F,25-44,F
30,MISDEMEANOR,17,4,65+,M,45-64,M
25,VIOLATION,22,10,45-64,F,45-64,M
19,MISDEMEANOR,22,4,25-44,M,25-44,M
14,FELONY,19,4,25-44,M,25-44,F
19,VIOLATION,26,4,45-64,F,65+,F
20,MISDEMEANOR,25,4,25-44,M,45-64,M
28,VIOLATION,17,4,25-44,F,45-64,F
25,VIOLATION,26,4,25-44,F,45-64,F
7,FELONY,19,4,25-44,M,25-44,M
24,VIOLATION,22,4,65+,M,45-64,F
23,VIOLATION,25,4,25-44,M,45-64,F
28,MISDEMEANOR,22,4,25-44,F,25-44,M
7,MISDEMEANOR,17,4,25-44,M,25-44,F
19,FELONY,23,4,18-24,M,65+,M
5,VIOLATION,21,4,<18,M,25-44,F
19,FELONY,17,4,25-44,M,25-44,M
24,VIOLATION,26,4,45-64,M,65+,M
19,FELONY,1,4,25-44,F,25-44,F
34,MISDEMEANOR,21,4,25-44,M,18-24,F
30,VIOLATION,19,4,25-44,M,45-64,M
20,VIOLATION,22,4,<18,M,25-44,F
24,VIOLATION,21,4,25-44,M,25-44,F
14,VIOLATION,19,4,45-64,M,45-64,F
32,MISDEMEANOR,26,4,25-44,F,45-64,M
14,MISDEMEANOR,23,4,25-44,M,25-44,F
1,VIOLATION,20,4,45-64,M,25-44,F
17,MISDEMEANOR,24,4,25-44,F,45-64,F
18,MISDEMEANOR,22,4,25-44,M,25-44,F
14,MISDEMEANOR,18,4,45-64,M,25-44,F
6,FELONY,16,4,25-44,M,25-44,M
17,MISDEMEANOR,24,4,18-24,F,18-24,F
1,MISDEMEANOR,21,4,25-44,M,45-64,M
30,VIOLATION,19,4,18-24,F,18-24,M
25,MISDEMEANOR,25,4,45-64,M,<18,M
28,MISDEMEANOR,16,4,45-64,M,45-64,F
20,MISDEMEANOR,24,4,25-44,M,25-44,M
23,VIOLATION,25,4,18-24,M,18-24,F
14,MISDEMEANOR,24,4,25-44,M,25-44,F
5,MISDEMEANOR,26,4,25-44,M,45-64,M
14,MISDEMEANOR,20,4,45-64,M,25-44,F
19,MISDEMEANOR,19,4,25-44,M,45-64,M
9,FELONY,17,4,45-64,M,25-44,M
24,MISDEMEANOR,23,4,25-44,M,25-44,M
30,MISDEMEANOR,23,4,25-44,M,25-44,F
23,MISDEMEANOR,25,4,<18,M,25-44,F
32,FELONY,25,4,45-64,M,25-44,M
19,MISDEMEANOR,25,4,25-44,M,25-44,F
28,VIOLATION,17,4,25-44,F,45-64,F
6,MISDEMEANOR,20,4,25-44,M,18-24,F
23,FELONY,21,4,25-44,M,25-44,F
13,MISDEMEANOR,22,4,25-44,M,25-44,F
32,FELONY,17,4,45-64,F,25-44,M
5,MISDEMEANOR,20,4,25-44,F,25-44,M
10,VIOLATION,25,4,25-44,M,25-44,M
32,FELONY,19,4,25-44,M,25-44,M
28,FELONY,25,4,25-44,M,25-44,F
34,MISDEMEANOR,16,4,25-44,F,18-24,M
6,MISDEMEANOR,12,4,25-44,M,25-44,F
9,FELONY,18,4,45-64,M,25-44,M
1,MISDEMEANOR,17,4,45-64,M,45-64,M
17,FELONY,24,4,25-44,M,25-44,M
5,MISDEMEANOR,10,4,25-44,M,18-24,F
18,FELONY,18,4,25-44,M,25-44,F
23,VIOLATION,22,4,25-44,M,18-24,F
1,MISDEMEANOR,12,4,25-44,M,45-64,F
14,VIOLATION,17,4,25-44,M,65+,M
34,VIOLATION,17,4,18-24,F,45-64,F
25,MISDEMEANOR,21,4,<18,F,25-44,F
19,FELONY,19,4,45-64,F,25-44,M
19,FELONY,25,4,45-64,M,45-64,F
28,FELONY,26,4,25-44,F,18-24,F
13,FELONY,26,4,18-24,F,18-24,F
28,VIOLATION,25,4,25-44,F,45-64,F
5,VIOLATION,24,4,45-64,M,18-24,F
24,MISDEMEANOR,24,4,25-44,M,25-44,M
24,VIOLATION,26,4,25-44,F,25-44,M
34,MISDEMEANOR,25,4,25-44,M,25-44,F
9,VIOLATION,26,4,<18,F,<18,F
9,MISDEMEANOR,19,4,25-44,M,45-64,M
25,FELONY,23,4,45-64,M,65+,M
6,FELONY,21,4,25-44,M,25-44,M
6,MISDEMEANOR,21,4,18-24,M,18-24,F
30,VIOLATION,18,4,25-44,M,25-44,M
34,FELONY,22,4,18-24,M,25-44,F
9,MISDEMEANOR,19,4,<18,M,18-24,M
23,MISDEMEANOR,21,4,25-44,F,25-44,F
24,MISDEMEANOR,19,4,18-24,M,45-64,F
14,VIOLATION,24,4,18-24,F,18-24,M
28,FELONY,22,4,45-64,M,45-64,F
23,VIOLATION,13,3,45-64,M,45-64,M
7,MISDEMEANOR,20,4,45-64,F,18-24,M
28,VIOLATION,26,4,65+,F,45-64,F
14,MISDEMEANOR,26,4,45-64,M,18-24,M
19,MISDEMEANOR,18,4,25-44,M,45-64,M
14,MISDEMEANOR,22,4,25-44,M,25-44,F
9,MISDEMEANOR,22,4,18-24,F,25-44,M
34,MISDEMEANOR,19,4,25-44,F,65+,M
28,FELONY,18,4,45-64,M,25-44,M
32,MISDEMEANOR,17,4,25-44,M,25-44,F
28,MISDEMEANOR,25,4,25-44,M,25-44,F
25,FELONY,26,4,25-44,F,45-64,M
5,VIOLATION,12,4,25-44,M,18-24,M
25,FELONY,23,4,25-44,F,25-44,M
6,MISDEMEANOR,24,4,25-44,M,45-64,F
32,VIOLATION,14,4,25-44,M,25-44,F
28,MISDEMEANOR,13,4,25-44,M,25-44,F
19,FELONY,17,4,18-24,M,45-64,M
19,MISDEMEANOR,18,4,45-64,M,65+,F
1,MISDEMEANOR,2,4,45-64,M,25-44,F
7,MISDEMEANOR,16,4,25-44,F,45-64,M
32,MISDEMEANOR,21,4,25-44,M,25-44,M
33,MISDEMEANOR,17,4,25-44,M,25-44,M
26,FELONY,22,4,25-44,M,45-64,M
13,VIOLATION,20,4,25-44,M,45-64,M
24,FELONY,20,4,45-64,M,65+,F
14,FELONY,18,4,25-44,M,25-44,M
14,MISDEMEANOR,21,4,25-44,M,25-44,M
30,MISDEMEANOR,15,12,25-44,M,25-44,F
33,FELONY,22,4,25-44,M,25-44,M
1,VIOLATION,17,4,18-24,F,25-44,M
24,VIOLATION,21,4,45-64,M,65+,M
18,VIOLATION,13,4,45-64,M,25-44,F
23,MISDEMEANOR,22,4,45-64,M,45-64,F
18,FELONY,24,4,18-24,F,25-44,F
14,FELONY,19,4,25-44,M,45-64,M
25,FELONY,24,4,25-44,M,45-64,M
13,FELONY,22,4,25-44,M,45-64,M
20,MISDEMEANOR,24,4,45-64,M,45-64,F
32,VIOLATION,26,4,18-24,M,45-64,F
28,MISDEMEANOR,16,4,25-44,M,45-64,M
34,VIOLATION,21,4,45-64,M,65+,M
23,VIOLATION,19,4,25-44,F,45-64,F
28,FELONY,22,4,25-44,F,18-24,F
23,MISDEMEANOR,25,4,45-64,F,65+,F
13,VIOLATION,18,4,25-44,M,45-64,M
25,FELONY,17,4,25-44,M,25-44,F
5,VIOLATION,21,4,25-44,M,25-44,M
33,MISDEMEANOR,22,4,25-44,M,25-44,F
23,VIOLATION,19,4,45-64,M,25-44,F
14,MISDEMEANOR,17,4,18-24,M,25-44,M
18,FELONY,25,4,25-44,M,45-64,M
24,FELONY,19,4,25-44,M,18-24,F
33,VIOLATION,24,4,25-44,M,18-24,F
30,VIOLATION,20,4,25-44,F,<18,F
33,FELONY,5,2,25-44,M,25-44,F
23,MISDEMEANOR,20,4,18-24,M,18-24,F
9,FELONY,21,4,25-44,F,25-44,M
33,VIOLATION,25,4,25-44,M,25-44,M
10,VIOLATION,21,4,25-44,M,45-64,F
10,VIOLATION,21,4,45-64,F,45-64,M
23,VIOLATION,16,2,25-44,M,45-64,F
26,VIOLATION,24,4,18-24,F,25-44,M
17,VIOLATION,21,4,25-44,M,25-44,M
32,FELONY,16,10,45-64,M,25-44,F
18,VIOLATION,1,2,45-64,F,45-64,F
23,MISDEMEANOR,22,4,18-24,M,<18,M
30,FELONY,23,4,25-44,F,25-44,F
18,FELONY,23,4,18-24,M,18-24,M
33,MISDEMEANOR,23,4,25-44,M,25-44,F
25,FELONY,23,4,25-44,F,45-64,M
28,VIOLATION,18,4,25-44,M,25-44,F
34,FELONY,19,4,25-44,M,25-44,F
34,MISDEMEANOR,20,4,25-44,M,25-44,F
22,VIOLATION,21,4,18-24,F,65+,M
6,MISDEMEANOR,16,4,18-24,F,25-44,M
9,MISDEMEANOR,25,4,25-44,M,25-44,M
32,MISDEMEANOR,23,4,18-24,M,25-44,M
17,MISDEMEANOR,20,4,25-44,M,18-24,F
32,FELONY,24,4,18-24,M,25-44,M
13,MISDEMEANOR,19,4,65+,M,45-64,F
14,FELONY,19,4,25-44,M,18-24,F
19,FELONY,22,4,18-24,M,18-24,F
10,VIOLATION,18,4,25-44,F,65+,F
23,VIOLATION,19,4,25-44,M,45-64,M
14,VIOLATION,22,4,45-64,M,45-64,M
13,MISDEMEANOR,17,4,45-64,F,25-44,F
17,FELONY,17,4,25-44,M,25-44,F
33,MISDEMEANOR,20,4,18-24,M,25-44,M
5,MISDEMEANOR,25,4,<18,M,<18,F
18,VIOLATION,17,4,25-44,M,18-24,F
25,VIOLATION,17,4,25-44,F,45-64,M
28,FELONY,22,4,45-64,M,45-64,F
19,FELONY,22,4,18-24,F,18-24,M
24,MISDEMEANOR,19,4,25-44,M,<18,F
26,MISDEMEANOR,23,4,18-24,M,18-24,F
24,FELONY,21,4,25-44,M,45-64,M
33,FELONY,19,4,18-24,F,18-24,F
18,MISDEMEANOR,22,4,25-44,M,45-64,M
1,VIOLATION,24,4,45-64,M,25-44,M
23,MISDEMEANOR,18,4,18-24,M,25-44,F
30,VIOLATION,22,4,18-24,M,45-64,M
19,MISDEMEANOR,26,4,45-64,M,<18,F
17,FELONY,20,4,25-44,M,25-44,F
14,VIOLATION,23,4,45-64,F,25-44,M
14,FELONY,23,4,25-44,M,25-44,M
7,VIOLATION,13,4,45-64,M,25-44,F
33,MISDEMEANOR,20,4,25-44,M,45-64,F
14,FELONY,20,4,25-44,M,25-44,F
17,MISDEMEANOR,24,4,45-64,M,18-24,F
24,MISDEMEANOR,19,4,18-24,M,45-64,M
34,VIOLATION,18,4,25-44,M,45-64,M
23,VIOLATION,21,4,25-44,M,45-64,F
34,VIOLATION,25,4,25-44,F,45-64,F
20,VIOLATION,24,4,18-24,M,25-44,F
23,MISDEMEANOR,23,4,25-44,M,25-44,F
33,MISDEMEANOR,20,4,18-24,M,25-44,F
23,MISDEMEANOR,26,4,18-24,M,25-44,M
18,MISDEMEANOR,20,4,25-44,M,25-44,F
1,FELONY,24,4,18-24,M,18-24,F
17,MISDEMEANOR,18,4,25-44,M,25-44,F
14,VIOLATION,24,4,65+,M,45-64,F
32,MISDEMEANOR,25,4,18-24,M,45-64,M
26,VIOLATION,20,4,25-44,F,18-24,F
6,MISDEMEANOR,21,4,18-24,M,25-44,M
14,VIOLATION,22,4,45-64,F,45-64,F
6,VIOLATION,22,4,25-44,M,18-24,F
24,FELONY,26,4,25-44,M,25-44,F
19,FELONY,19,4,45-64,M,25-44,M
9,VIOLATION,21,4,45-64,F,45-64,F
24,VIOLATION,19,4,25-44,F,25-44,F
23,MISDEMEANOR,23,4,18-24,F,25-44,F
5,MISDEMEANOR,23,4,25-44,M,25-44,F
6,FELONY,26,4,25-44,M,18-24,F
32,MISDEMEANOR,22,4,45-64,M,25-44,F
34,MISDEMEANOR,20,4,25-44,F,45-64,F
14,VIOLATION,19,4,18-24,M,45-64,F
32,FELONY,25,4,25-44,M,25-44,F
10,VIOLATION,17,4,45-64,M,25-44,F
34,MISDEMEANOR,18,4,25-44,M,25-44,M
28,VIOLATION,23,4,25-44,M,25-44,F
25,VIOLATION,24,4,25-44,F,25-44,F
14,FELONY,26,4,25-44,M,45-64,F
34,VIOLATION,17,4,45-64,F,45-64,F
9,VIOLATION,25,4,18-24,F,25-44,M
5,VIOLATION,22,4,25-44,M,25-44,M
1,VIOLATION,22,4,25-44,M,25-44,M
24,MISDEMEANOR,19,4,25-44,F,25-44,F
1,VIOLATION,26,4,18-24,M,18-24,F
24,MISDEMEANOR,22,4,25-44,M,45-64,F
9,FELONY,26,4,45-64,M,45-64,F
10,MISDEMEANOR,20,4,45-64,M,45-64,F
5,VIOLATION,18,4,<18,M,25-44,F
33,VIOLATION,20,4,25-44,F,25-44,F
28,FELONY,26,4,25-44,M,18-24,F
14,MISDEMEANOR,17,4,25-44,M,65+,F
18,FELONY,17,4,25-44,M,25-44,M
5,FELONY,21,4,25-44,M,25-44,M
25,FELONY,19,4,25-44,M,25-44,F
34,VIOLATION,17,4,25-44,M,25-44,M
7,MISDEMEANOR,26,4,25-44,F,25-44,F
23,MISDEMEANOR,20,4,45-64,M,25-44,F
13,VIOLATION,24,4,25-44,M,25-44,M
17,FELONY,21,4,<18,M,25-44,M
19,VIOLATION,2,4,25-44,M,25-44,F
33,FELONY,20,4,25-44,M,25-44,F
14,FELONY,18,4,45-64,M,25-44,M
28,VIOLATION,23,4,25-44,F,25-44,F
33,FELONY,18,4,45-64,M,25-44,F
34,MISDEMEANOR,19,4,25-44,F,25-44,M
1,VIOLATION,20,4,25-44,M,25-44,F
32,MISDEMEANOR,20,4,25-44,M,18-24,F
6,FELONY,16,4,25-44,M,25-44,M
22,MISDEMEANOR,20,4,18-24,M,45-64,M
14,MISDEMEANOR,23,4,45-64,M,65+,M
6,MISDEMEANOR,20,4,25-44,F,65+,F
23,VIOLATION,17,4,45-64,M,25-44,F
7,MISDEMEANOR,25,4,25-44,M,25-44,F
32,FELONY,19,4,45-64,M,18-24,M
34,VIOLATION,24,4,25-44,M,45-64,M
7,FELONY,24,4,25-44,F,25-44,M
10,FELONY,23,4,18-24,M,25-44,F
32,FELONY,20,4,25-44,M,45-64,F
6,MISDEMEANOR,25,4,25-44,M,45-64,M
24,VIOLATION,22,4,45-64,M,25-44,F
17,FELONY,17,4,18-24,F,18-24,F
19,VIOLATION,26,4,<18,F,45-64,M
18,VIOLATION,21,4,18-24,F,25-44,M
18,VIOLATION,18,4,25-44,F,65+,F
7,VIOLATION,22,4,18-24,M,45-64,F
28,VIOLATION,26,4,25-44,M,25-44,F
34,MISDEMEANOR,24,4,45-64,M,25-44,F
19,VIOLATION,17,4,25-44,F,18-24,M
18,MISDEMEANOR,25,4,18-24,F,<18,M
17,VIOLATION,17,4,25-44,F,25-44,F
6,VIOLATION,24,4,18-24,M,18-24,F
18,FELONY,26,4,25-44,M,25-44,F
18,MISDEMEANOR,23,4,25-44,M,45-64,F
28,MISDEMEANOR,25,4,25-44,M,25-44,F
14,FELONY,24,4,25-44,F,18-24,F
23,MISDEMEANOR,19,4,65+,M,25-44,M
18,MISDEMEANOR,15,4,18-24,F,25-44,F
30,FELONY,22,4,18-24,M,18-24,M
23,MISDEMEANOR,21,4,18-24,F,25-44,F
10,MISDEMEANOR,17,4,45-64,M,18-24,F
28,MISDEMEANOR,16,4,45-64,M,25-44,F
14,MISDEMEANOR,26,4,25-44,M,25-44,M
28,MISDEMEANOR,26,4,25-44,M,25-44,F
19,MISDEMEANOR,20,4,18-24,M,25-44,M
23,FELONY,21,4,18-24,M,18-24,F
20,VIOLATION,25,2,45-64,M,25-44,F
19,VIOLATION,22,4,25-44,M,25-44,M
14,MISDEMEANOR,24,4,25-44,M,25-44,M
23,MISDEMEANOR,18,4,25-44,M,25-44,F
28,VIOLATION,26,4,45-64,M,25-44,F
33,MISDEMEANOR,22,4,25-44,M,25-44,F
23,VIOLATION,23,4,25-44,M,25-44,F
7,VIOLATION,17,4,25-44,M,45-64,F
20,FELONY,21,4,25-44,M,25-44,F
5,MISDEMEANOR,20,4,25-44,M,25-44,M
28,MISDEMEANOR,24,4,45-64,F,25-44,M
23,FELONY,24,4,25-44,M,25-44,M
32,VIOLATION,26,4,25-44,M,25-44,M
34,MISDEMEANOR,23,4,25-44,M,25-44,F
20,FELONY,17,4,25-44,M,45-64,F
25,FELONY,23,4,45-64,M,25-44,F
18,VIOLATION,24,4,25-44,M,25-44,F
7,FELONY,19,4,18-24,F,25-44,F
25,FELONY,24,4,25-44,M,25-44,M
13,MISDEMEANOR,21,4,<18,F,<18,F
23,MISDEMEANOR,18,4,25-44,M,25-44,F
14,FELONY,25,4,65+,M,45-64,F
32,FELONY,21,4,25-44,M,25-44,F
1,MISDEMEANOR,11,4,18-24,F,25-44,F
17,VIOLATION,24,4,25-44,F,65+,F
28,VIOLATION,24,4,25-44,F,25-44,M
23,VIOLATION,24,4,18-24,F,25-44,M
32,MISDEMEANOR,19,4,18-24,M,45-64,M
24,VIOLATION,21,4,25-44,F,45-64,M
23,MISDEMEANOR,24,4,25-44,M,45-64,M
32,VIOLATION,16,4,25-44,F,25-44,M
17,MISDEMEANOR,13,4,25-44,M,45-64,M
6,MISDEMEANOR,15,4,25-44,M,25-44,M
13,MISDEMEANOR,15,4,18-24,M,25-44,M
32,FELONY,7,4,25-44,M,25-44,F
20,MISDEMEANOR,16,4,25-44,M,25-44,F
25,FELONY,8,4,25-44,M,25-44,M
24,MISDEMEANOR,16,4,45-64,M,45-64,M
26,MISDEMEANOR,24,11,25-44,M,25-44,F
32,MISDEMEANOR,15,4,25-44,F,25-44,M
1,VIOLATION,7,4,25-44,M,25-44,F
18,VIOLATION,9,4,25-44,M,45-64,M
33,MISDEMEANOR,16,4,45-64,M,65+,M
19,MISDEMEANOR,11,4,45-64,M,25-44,M
32,VIOLATION,16,4,18-24,M,25-44,F
