# precinct,law_category,crime_day,crime_month,suspect_age,suspect_sex,victim_age,victim_sex
6,MISDEMEANOR,29,4,65+,M,65+,M
28,FELONY,3,5,25-44,M,45-64,F
14,VIOLATION,29,4,25-44,F,25-44,F
24,MISDEMEANOR,6,5,18-24,F,18-24,F
14,MISDEMEANOR,1,5,25-44,M,25-44,F
13,MISDEMEANOR,1,5,18-24,M,18-24,M
19,MISDEMEANOR,4,5,25-44,M,65+,F
9,FELONY,28,4,18-24,M,25-44,M
7,FELONY,2,5,18-24,F,45-64,F
13,FELONY,2,5,25-44,M,18-24,F
19,VIOLATION,4,5,25-44,M,45-64,M
14,VIOLATION,29,4,18-24,M,25-44,M
9,FELONY,30,4,45-64,M,18-24,F
26,VIOLATION,5,5,25-44,F,65+,F
32,MISDEMEANOR,30,4,25-44,F,18-24,F
33,FELONY,28,4,25-44,M,25-44,F
28,MISDEMEANOR,1,5,25-44,M,25-44,F
6,VIOLATION,28,4,25-44,M,65+,M
28,MISDEMEANOR,30,4,25-44,M,25-44,F
32,MISDEMEANOR,4,5,25-44,F,25-44,F
34,VIOLATION,27,4,45-64,F,25-44,F
6,FELONY,3,5,18-24,M,25-44,M
1,MISDEMEANOR,29,4,25-44,M,45-64,M
20,MISDEMEANOR,1,5,25-44,M,18-24,F
28,MISDEMEANOR,2,5,45-64,M,45-64,F
28,VIOLATION,12,2,45-64,M,25-44,M
24,VIOLATION,4,5,45-64,M,25-44,F
30,MISDEMEANOR,5,5,25-44,M,25-44,F
24,FELONY,3,5,45-64,M,25-44,M
18,FELONY,25,4,25-44,M,45-64,M
19,VIOLATION,5,5,45-64,M,65+,F
23,FELONY,2,5,25-44,M,25-44,F
20,MISDEMEANOR,29,4,25-44,M,18-24,M
14,FELONY,24,4,45-64,M,65+,F
7,MISDEMEANOR,29,5,25-44,M,25-44,F
28,MISDEMEANOR,1,5,<18,M,45-64,M
10,VIOLATION,27,4,65+,F,25-44,M
28,MISDEMEANOR,28,4,<18,M,25-44,F
25,VIOLATION,29,4,45-64,F,45-64,M
23,VIOLATION,5,5,25-44,F,<18,M
23,MISDEMEANOR,4,5,18-24,M,25-44,F
34,VIOLATION,6,5,18-24,M,18-24,F
1,MISDEMEANOR,6,5,25-44,M,18-24,F
32,MISDEMEANOR,2,5,25-44,M,18-24,F
9,MISDEMEANOR,27,4,25-44,M,25-44,F
28,VIOLATION,3,5,25-44,M,65+,F
1,VIOLATION,2,5,25-44,M,25-44,F
28,FELONY,3,5,18-24,F,25-44,F
13,FELONY,5,5,18-24,M,65+,M
18,VIOLATION,27,4,45-64,F,25-44,F
28,MISDEMEANOR,27,4,25-44,F,45-64,F
14,MISDEMEANOR,30,4,45-64,M,25-44,M
34,MISDEMEANOR,29,4,25-44,F,25-44,M
32,FELONY,5,5,25-44,M,25-44,M
23,MISDEMEANOR,30,4,25-44,F,25-44,F
32,FELONY,3,5,25-44,M,25-44,F
28,MISDEMEANOR,29,4,18-24,M,18-24,F
19,MISDEMEANOR,29,4,45-64,M,<18,M
24,VIOLATION,5,5,25-44,M,25-44,F
1,MISDEMEANOR,1,5,25-44,M,25-44,F
6,FELONY,6,4,18-24,M,<18,F
20,MISDEMEANOR,4,5,45-64,M,25-44,M
7,MISDEMEANOR,27,4,25-44,M,25-44,F
9,VIOLATION,23,3,25-44,M,65+,M
23,VIOLATION,1,5,25-44,M,25-44,F
32,VIOLATION,29,4,18-24,F,45-64,F
7,FELONY,29,4,25-44,M,25-44,F
1,MISDEMEANOR,1,5,18-24,M,45-64,M
20,FELONY,29,4,25-44,F,65+,F
34,FELONY,27,4,25-44,M,25-44,M
6,FELONY,1,5,25-44,M,65+,F
1,VIOLATION,4,5,25-44,M,25-44,M
23,MISDEMEANOR,26,4,18-24,F,25-44,F
25,FELONY,1,5,45-64,M,45-64,M
17,MISDEMEANOR,27,4,45-64,F,45-64,F
33,MISDEMEANOR,2,5,25-44,M,25-44,F
14,MISDEMEANOR,1,5,25-44,M,25-44,F
14,MISDEMEANOR,4,5,45-64,F,25-44,F
14,MISDEMEANOR,6,5,25-44,F,25-44,F
14,FELONY,4,5,25-44,M,18-24,F
19,VIOLATION,3,5,25-44,F,45-64,M
25,MISDEMEANOR,2,5,<18,F,<18,F
30,VIOLATION,2,5,25-44,F,25-44,F
10,MISDEMEANOR,28,4,65+,F,25-44,M
23,VIOLATION,6,5,45-64,F,25-44,M
34,VIOLATION,4,5,45-64,M,25-44,F
32,MISDEMEANOR,6,5,18-24,M,65+,F
28,MISDEMEANOR,27,4,45-64,M,25-44,M
24,VIOLATION,2,5,45-64,M,45-64,F
25,MISDEMEANOR,28,4,25-44,M,<18,M
28,MISDEMEANOR,27,4,25-44,M,45-64,M
18,VIOLATION,4,5,45-64,M,45-64,F
18,MISDEMEANOR,29,4,45-64,M,45-64,M
23,FELONY,3,5,25-44,M,25-44,F
32,FELONY,1,5,25-44,M,18-24,F
14,MISDEMEANOR,6,5,25-44,M,18-24,F
7,FELONY,6,5,25-44,M,65+,F
23,MISDEMEANOR,3,5,25-44,M,25-44,F
28,VIOLATION,4,5,25-44,M,45-64,M
28,MISDEMEANOR,5,5,25-44,M,25-44,F
24,MISDEMEANOR,30,4,25-44,M,25-44,M
24,VIOLATION,17,3,25-44,F,25-44,F
10,MISDEMEANOR,1,5,45-64,M,25-44,M
23,MISDEMEANOR,3,5,25-44,M,25-44,F
30,FELONY,3,5,65+,M,45-64,M
28,MISDEMEANOR,27,4,18-24,F,25-44,F
14,VIOLATION,6,5,18-24,F,25-44,M
19,VIOLATION,2,5,25-44,M,25-44,F
23,VIOLATION,27,4,45-64,M,25-44,F
33,VIOLATION,27,4,18-24,M,45-64,M
25,FELONY,4,5,45-64,M,45-64,F
14,FELONY,29,4,25-44,M,25-44,M
23,FELONY,30,4,25-44,M,25-44,F
19,MISDEMEANOR,5,5,45-64,F,45-64,F
13,VIOLATION,1,8,25-44,F,25-44,F
14,FELONY,5,5,25-44,M,25-44,M
34,VIOLATION,20,3,45-64,F,45-64,F
24,FELONY,5,5,18-24,M,<18,M
34,MISDEMEANOR,1,5,45-64,M,45-64,F
17,FELONY,28,4,25-44,M,65+,M
23,MISDEMEANOR,27,4,25-44,M,45-64,F
14,FELONY,5,5,45-64,M,25-44,F
5,MISDEMEANOR,2,5,25-44,M,25-44,F
13,MISDEMEANOR,1,5,25-44,M,45-64,M
33,FELONY,27,4,25-44,M,18-24,M
34,FELONY,29,4,25-44,F,25-44,M
13,VIOLATION,27,4,25-44,F,45-64,M
33,VIOLATION,4,5,45-64,M,25-44,F
23,FELONY,3,5,25-44,F,18-24,F
14,FELONY,27,4,45-64,M,18-24,F
10,MISDEMEANOR,2,5,25-44,F,45-64,M
32,MISDEMEANOR,27,4,25-44,F,25-44,F
19,VIOLATION,3,5,25-44,M,45-64,F
19,MISDEMEANOR,4,5,25-44,F,25-44,M
25,VIOLATION,6,5,25-44,M,45-64,F
25,MISDEMEANOR,6,5,25-44,F,18-24,F
23,VIOLATION,28,4,25-44,F,25-44,F
24,MISDEMEANOR,6,5,45-64,M,65+,F
26,FELONY,9,4,25-44,M,25-44,F
14,VIOLATION,30,4,18-24,F,18-24,F
32,VIOLATION,1,5,18-24,F,25-44,F
14,MISDEMEANOR,3,5,25-44,M,65+,M
24,MISDEMEANOR,6,5,45-64,M,18-24,F
14,MISDEMEANOR,28,4,25-44,F,45-64,M
5,MISDEMEANOR,4,5,25-44,M,45-64,M
26,VIOLATION,1,5,45-64,M,25-44,F
23,FELONY,1,9,<18,M,<18,F
33,VIOLATION,2,5,45-64,M,65+,F
34,MISDEMEANOR,27,4,45-64,M,25-44,M
13,VIOLATION,27,4,45-64,M,45-64,F
23,FELONY,27,4,18-24,M,25-44,M
34,MISDEMEANOR,1,5,45-64,M,25-44,M
14,MISDEMEANOR,29,4,45-64,M,65+,F
24,MISDEMEANOR,4,5,45-64,M,25-44,M
6,MISDEMEANOR,3,5,25-44,M,45-64,M
26,MISDEMEANOR,28,4,25-44,M,45-64,M
34,VIOLATION,29,4,25-44,M,45-64,M
24,VIOLATION,30,4,25-44,M,18-24,F
34,VIOLATION,29,4,25-44,F,65+,F
1,MISDEMEANOR,1,5,25-44,M,25-44,M
34,VIOLATION,5,5,65+,M,25-44,M
10,VIOLATION,6,5,25-44,M,45-64,F
24,VIOLATION,28,4,45-64,F,45-64,M
18,MISDEMEANOR,3,5,45-64,M,45-64,M
9,MISDEMEANOR,5,5,25-44,F,25-44,F
23,MISDEMEANOR,1,5,18-24,M,25-44,M
14,VIOLATION,6,5,25-44,M,25-44,F
24,FELONY,23,4,25-44,M,45-64,F
24,VIOLATION,4,5,18-24,F,25-44,M
26,MISDEMEANOR,2,5,25-44,F,25-44,M
14,VIOLATION,3,5,45-64,M,25-44,F
30,MISDEMEANOR,3,5,25-44,M,18-24,F
26,MISDEMEANOR,26,4,25-44,F,25-44,F
9,MISDEMEANOR,30,4,25-44,M,25-44,F
28,VIOLATION,30,4,25-44,M,25-44,M
18,MISDEMEANOR,2,5,25-44,M,25-44,F
7,VIOLATION,29,4,25-44,F,25-44,M
19,FELONY,28,4,45-64,M,45-64,M
34,MISDEMEANOR,29,4,25-44,M,45-64,F
34,MISDEMEANOR,20,4,45-64,M,25-44,M
25,FELONY,5,5,25-44,M,25-44,F
7,MISDEMEANOR,2,5,25-44,M,25-44,M
23,VIOLATION,28,4,45-64,M,45-64,M
33,MISDEMEANOR,2,5,25-44,F,25-44,M
14,MISDEMEANOR,28,4,25-44,M,25-44,M
18,MISDEMEANOR,27,4,25-44,M,<18,M
17,MISDEMEANOR,29,4,25-44,M,45-64,M
24,VIOLATION,2,5,<18,F,<18,F
23,MISDEMEANOR,28,4,18-24,M,45-64,M
34,VIOLATION,6,5,25-44,M,25-44,M
18,VIOLATION,3,5,45-64,M,45-64,F
18,MISDEMEANOR,4,5,45-64,M,45-64,F
18,MISDEMEANOR,4,5,45-64,M,25-44,M
1,VIOLATION,1,5,25-44,M,45-64,F
26,MISDEMEANOR,29,4,25-44,F,45-64,F
19,FELONY,5,5,18-24,M,18-24,F
9,FELONY,2,5,25-44,M,25-44,M
14,FELONY,29,4,45-64,M,45-64,M
13,FELONY,28,4,25-44,M,18-24,F
30,VIOLATION,1,5,25-44,M,25-44,F
30,MISDEMEANOR,27,4,25-44,M,25-44,F
32,VIOLATION,29,4,25-44,M,45-64,F
9,FELONY,5,5,45-64,M,45-64,M
24,MISDEMEANOR,28,4,45-64,M,45-64,F
25,FELONY,30,4,18-24,M,18-24,F
24,MISDEMEANOR,4,5,18-24,M,<18,F
6,VIOLATION,27,4,45-64,M,65+,M
10,MISDEMEANOR,5,5,45-64,F,25-44,F
7,VIOLATION,4,5,45-64,M,18-24,F
20,MISDEMEANOR,30,4,25-44,F,25-44,M
23,MISDEMEANOR,13,3,25-44,F,45-64,M
18,MISDEMEANOR,28,4,25-44,F,45-64,M
13,FELONY,30,4,25-44,M,25-44,F
6,FELONY,30,4,25-44,M,25-44,M
28,VIOLATION,5,5,25-44,M,25-44,M
26,MISDEMEANOR,29,4,45-64,M,25-44,F
23,FELONY,29,4,45-64,M,25-44,F
30,MISDEMEANOR,29,4,25-44,M,45-64,F
28,FELONY,5,5,18-24,M,45-64,M
28,VIOLATION,4,5,45-64,F,45-64,M
23,MISDEMEANOR,2,5,25-44,F,45-64,F
9,FELONY,16,4,45-64,M,45-64,M
7,VIOLATION,4,5,65+,M,65+,F
23,MISDEMEANOR,30,4,25-44,M,65+,F
24,MISDEMEANOR,5,4,25-44,F,25-44,F
9,MISDEMEANOR,5,5,25-44,F,25-44,F
33,VIOLATION,27,4,25-44,M,65+,F
10,FELONY,5,5,25-44,M,18-24,F
28,VIOLATION,28,4,25-44,M,45-64,M
30,MISDEMEANOR,30,4,25-44,M,25-44,F
10,MISDEMEANOR,30,4,45-64,M,25-44,M
28,VIOLATION,23,4,18-24,F,25-44,F
32,FELONY,23,4,18-24,M,25-44,F
28,MISDEMEANOR,5,5,25-44,M,65+,F
19,VIOLATION,29,4,65+,F,18-24,F
13,FELONY,6,5,25-44,M,25-44,F
28,MISDEMEANOR,5,5,45-64,M,25-44,F
1,MISDEMEANOR,30,4,18-24,M,18-24,M
14,FELONY,2,5,45-64,F,25-44,M
9,MISDEMEANOR,30,4,25-44,M,18-24,M
28,VIOLATION,30,4,45-64,F,25-44,F
23,MISDEMEANOR,30,4,25-44,M,25-44,F
28,FELONY,30,4,45-64,F,45-64,F
25,FELONY,1,5,25-44,M,65+,M
33,FELONY,4,5,18-24,M,45-64,M
25,FELONY,30,4,25-44,F,25-44,F
25,FELONY,3,5,45-64,M,18-24,M
18,MISDEMEANOR,2,5,25-44,M,45-64,F
7,VIOLATION,28,4,<18,M,<18,M
6,MISDEMEANOR,2,5,45-64,F,45-64,M
34,MISDEMEANOR,2,5,25-44,M,25-44,F
19,FELONY,3,5,25-44,M,25-44,F
17,FELONY,28,4,25-44,M,45-64,M
14,MISDEMEANOR,2,5,25-44,M,45-64,M
19,VIOLATION,4,5,25-44,M,<18,F
9,MISDEMEANOR,2,5,25-44,F,25-44,F
24,VIOLATION,30,4,25-44,M,25-44,F
34,MISDEMEANOR,29,4,18-24,M,18-24,M
10,VIOLATION,30,4,45-64,F,65+,F
13,MISDEMEANOR,30,4,25-44,M,25-44,M
10,MISDEMEANOR,29,4,25-44,M,18-24,F
24,FELONY,3,5,45-64,M,45-64,M
18,FELONY,22,3,25-44,M,25-44,F
7,FELONY,30,4,18-24,M,25-44,M
10,MISDEMEANOR,28,4,25-44,M,25-44,F
18,VIOLATION,6,5,25-44,F,25-44,M
19,VIOLATION,4,5,25-44,M,45-64,F
28,MISDEMEANOR,29,4,18-24,F,18-24,F
34,MISDEMEANOR,28,4,18-24,M,18-24,F
25,MISDEMEANOR,6,5,25-44,M,25-44,F
10,FELONY,28,4,25-44,F,25-44,F
23,MISDEMEANOR,3,5,25-44,F,25-44,M
14,MISDEMEANOR,27,4,25-44,M,<18,M
23,FELONY,4,5,18-24,M,18-24,F
23,MISDEMEANOR,30,4,25-44,M,25-44,F
30,FELONY,30,4,45-64,M,25-44,M
28,MISDEMEANOR,2,1,25-44,M,25-44,F
18,MISDEMEANOR,1,5,45-64,M,25-44,F
14,FELONY,23,4,25-44,M,25-44,M
9,MISDEMEANOR,5,5,45-64,M,25-44,F
7,FELONY,5,5,25-44,M,25-44,F
7,FELONY,27,4,18-24,F,18-24,F
26,VIOLATION,6,5,<18,M,65+,M
32,MISDEMEANOR,4,5,25-44,F,25-44,F
9,FELONY,2,5,25-44,M,45-64,F
9,VIOLATION,2,5,25-44,M,25-44,F
32,VIOLATION,2,5,25-44,M,45-64,M
34,MISDEMEANOR,1,5,25-44,F,25-44,F
26,VIOLATION,4,5,25-44,F,45-64,F
28,VIOLATION,1,5,25-44,F,45-64,F
32,MISDEMEANOR,4,5,18-24,F,25-44,F
9,VIOLATION,4,5,25-44,M,25-44,F
18,MISDEMEANOR,30,4,25-44,M,25-44,M
9,FELONY,1,5,25-44,F,25-44,F
9,MISDEMEANOR,3,5,18-24,M,45-64,F
32,MISDEMEANOR,3,5,18-24,F,18-24,F
23,MISDEMEANOR,6,5,45-64,M,25-44,M
32,MISDEMEANOR,27,4,25-44,F,25-44,F
1,MISDEMEANOR,30,4,45-64,M,45-64,F
19,FELONY,5,5,25-44,M,25-44,F
34,MISDEMEANOR,1,5,25-44,M,45-64,M
24,MISDEMEANOR,28,4,45-64,M,25-44,F
24,FELONY,27,4,18-24,F,18-24,M
30,VIOLATION,2,5,25-44,M,65+,F
30,VIOLATION,2,5,25-44,F,45-64,M
23,MISDEMEANOR,3,5,25-44,M,25-44,M
32,FELONY,30,4,65+,M,65+,F
23,FELONY,1,5,25-44,M,25-44,F
32,FELONY,29,4,65+,M,65+,M
18,MISDEMEANOR,29,1,25-44,F,18-24,F
7,FELONY,1,5,25-44,F,25-44,M
34,MISDEMEANOR,25,4,25-44,M,25-44,F
32,VIOLATION,4,5,18-24,M,25-44,M
25,MISDEMEANOR,14,4,25-44,M,45-64,M
17,MISDEMEANOR,5,5,25-44,M,25-44,F
32,VIOLATION,4,5,45-64,M,45-64,F
23,VIOLATION,2,5,25-44,M,25-44,F
18,FELONY,4,5,45-64,M,25-44,F
18,MISDEMEANOR,4,5,45-64,M,18-24,F
24,FELONY,27,4,<18,M,25-44,M
7,VIOLATION,2,5,25-44,M,25-44,F
10,MISDEMEANOR,3,5,25-44,M,25-44,M
24,VIOLATION,4,5,25-44,M,25-44,F
19,MISDEMEANOR,27,4,45-64,M,45-64,M
1,VIOLATION,28,4,25-44,M,25-44,M
34,MISDEMEANOR,2,5,25-44,F,25-44,F
5,VIOLATION,1,5,45-64,F,25-44,F
6,MISDEMEANOR,4,5,18-24,M,18-24,F
1,MISDEMEANOR,27,4,18-24,M,45-64,M
24,VIOLATION,29,4,65+,F,45-64,M
23,FELONY,28,4,18-24,F,25-44,F
28,VIOLATION,30,4,45-64,M,65+,F
28,VIOLATION,1,5,18-24,M,18-24,M
24,MISDEMEANOR,6,5,45-64,M,45-64,F
10,MISDEMEANOR,27,4,25-44,F,25-44,F
6,FELONY,28,4,25-44,M,25-44,F
20,FELONY,2,5,18-24,M,18-24,M
9,MISDEMEANOR,3,5,25-44,F,25-44,F
33,FELONY,2,5,25-44,M,18-24,F
26,VIOLATION,3,5,25-44,M,45-64,M
9,MISDEMEANOR,1,5,25-44,F,25-44,M
30,FELONY,28,4,25-44,M,65+,M
28,MISDEMEANOR,5,5,25-44,M,25-44,F
25,VIOLATION,6,5,25-44,M,25-44,F
25,FELONY,6,5,25-44,M,25-44,M
1,MISDEMEANOR,2,5,18-24,F,18-24,M
10,VIOLATION,2,5,25-44,M,18-24,F
1,MISDEMEANOR,4,5,25-44,M,45-64,F
34,MISDEMEANOR,4,5,18-24,F,18-24,F
24,FELONY,3,5,25-44,F,65+,F
24,FELONY,28,4,25-44,M,25-44,F
24,FELONY,28,4,25-44,M,25-44,F
28,MISDEMEANOR,29,4,65+,M,45-64,F
34,VIOLATION,29,4,25-44,M,25-44,F
13,VIOLATION,3,5,25-44,M,<18,M
14,VIOLATION,28,4,25-44,M,45-64,M
22,FELONY,30,4,25-44,M,45-64,M
17,VIOLATION,26,4,65+,M,25-44,M
20,VIOLATION,27,4,25-44,F,25-44,F
6,MISDEMEANOR,29,4,25-44,M,25-44,M
5,MISDEMEANOR,6,5,25-44,M,25-44,M
20,VIOLATION,5,5,45-64,F,45-64,M
7,MISDEMEANOR,30,4,25-44,M,18-24,F
20,MISDEMEANOR,1,5,25-44,M,65+,M
13,MISDEMEANOR,4,5,45-64,M,25-44,M
28,MISDEMEANOR,29,4,25-44,M,45-64,F
28,MISDEMEANOR,6,5,18-24,M,45-64,M
14,MISDEMEANOR,5,5,25-44,M,45-64,F
24,VIOLATION,6,5,45-64,M,45-64,F
13,VIOLATION,6,5,25-44,M,65+,F
1,FELONY,30,4,25-44,M,25-44,M
14,MISDEMEANOR,6,5,25-44,F,25-44,F
32,FELONY,2,5,45-64,M,25-44,F
25,MISDEMEANOR,3,5,25-44,M,18-24,F
18,FELONY,1,5,45-64,M,18-24,M
26,MISDEMEANOR,1,5,25-44,F,25-44,M
23,MISDEMEANOR,6,5,25-44,M,45-64,M
28,VIOLATION,2,5,45-64,M,45-64,M
10,MISDEMEANOR,29,4,25-44,F,45-64,F
28,VIOLATION,29,4,18-24,M,45-64,M
18,VIOLATION,29,4,25-44,M,25-44,M
28,MISDEMEANOR,1,5,25-44,M,18-24,M
23,MISDEMEANOR,30,4,45-64,M,18-24,M
19,VIOLATION,6,5,25-44,M,25-44,M
18,FELONY,2,5,18-24,M,65+,M
23,MISDEMEANOR,3,5,25-44,M,25-44,F
17,VIOLATION,1,5,65+,F,65+,F
28,MISDEMEANOR,28,4,25-44,F,25-44,F
14,MISDEMEANOR,1,5,25-44,F,25-44,F
7,MISDEMEANOR,3,5,25-44,F,45-64,M
25,VIOLATION,28,4,25-44,M,25-44,F
23,FELONY,4,5,45-64,M,45-64,F
18,VIOLATION,3,5,25-44,F,45-64,F
34,MISDEMEANOR,4,5,25-44,M,25-44,M
19,MISDEMEANOR,4,5,25-44,M,45-64,F
23,MISDEMEANOR,28,4,25-44,M,45-64,F
10,FELONY,5,5,25-44,M,25-44,F
23,MISDEMEANOR,5,5,25-44,M,25-44,F
33,MISDEMEANOR,4,5,25-44,M,25-44,F
30,VIOLATION,3,5,45-64,M,65+,M
33,FELONY,4,5,25-44,M,25-44,F
33,MISDEMEANOR,6,5,25-44,F,45-64,F
32,VIOLATION,4,5,25-44,F,18-24,M
19,MISDEMEANOR,2,5,18-24,M,18-24,F
32,MISDEMEANOR,6,5,25-44,M,18-24,F
26,MISDEMEANOR,30,4,18-24,F,18-24,F
9,FELONY,5,5,45-64,M,18-24,M
13,VIOLATION,30,4,25-44,F,65+,F
20,FELONY,5,5,45-64,M,25-44,F
9,FELONY,2,5,18-24,F,25-44,F
26,FELONY,1,5,18-24,M,25-44,M
9,FELONY,28,4,25-44,M,45-64,M
23,FELONY,1,5,25-44,M,25-44,F
34,VIOLATION,3,5,45-64,M,65+,F
1,VIOLATION,5,5,18-24,M,18-24,M
17,FELONY,27,4,25-44,M,45-64,M
20,FELONY,3,5,45-64,M,18-24,M
9,MISDEMEANOR,5,5,45-64,M,65+,F
19,MISDEMEANOR,4,5,25-44,F,45-64,F
7,FELONY,4,5,45-64,M,45-64,F
14,VIOLATION,27,4,18-24,M,25-44,M
23,VIOLATION,30,4,18-24,M,45-64,F
25,MISDEMEANOR,27,4,25-44,M,25-44,M
1,MISDEMEANOR,4,5,18-24,M,25-44,M
10,VIOLATION,30,4,25-44,M,25-44,F
23,MISDEMEANOR,28,4,25-44,M,45-64,M
14,FELONY,29,4,25-44,M,65+,M
33,MISDEMEANOR,30,4,18-24,F,25-44,M
28,MISDEMEANOR,28,4,45-64,F,18-24,F
24,MISDEMEANOR,2,5,18-24,M,25-44,M
9,VIOLATION,5,5,45-64,M,25-44,M
1,MISDEMEANOR,30,4,18-24,M,18-24,M
34,FELONY,27,4,25-44,M,25-44,M
5,MISDEMEANOR,4,5,18-24,M,18-24,F
28,MISDEMEANOR,24,4,25-44,F,25-44,F
28,VIOLATION,23,4,25-44,M,18-24,F
18,MISDEMEANOR,21,4,18-24,M,25-44,M
26,VIOLATION,25,4,25-44,M,25-44,F
14,MISDEMEANOR,17,4,25-44,M,25-44,F
23,MISDEMEANOR,23,4,25-44,M,25-44,F
28,MISDEMEANOR,22,4,18-24,M,65+,M
34,VIOLATION,23,4,25-44,M,25-44,F
23,VIOLATION,21,4,45-64,M,25-44,M
19,MISDEMEANOR,31,3,25-44,M,25-44,F
17,VIOLATION,26,4,25-44,F,25-44,F
5,FELONY,24,4,25-44,M,25-44,F
33,MISDEMEANOR,19,4,18-24,F,18-24,F
32,VIOLATION,26,4,25-44,F,45-64,F
26,MISDEMEANOR,17,4,25-44,M,25-44,F
25,MISDEMEANOR,21,4,45-64,M,25-44,F
14,VIOLATION,19,4,18-24,F,25-44,M
34,MISDEMEANOR,22,4,<18,F,25-44,F
32,VIOLATION,20,4,18-24,M,18-24,F
33,MISDEMEANOR,16,4,<18,M,<18,F
19,MISDEMEANOR,23,4,18-24,M,18-24,F
17,VIOLATION,21,4,25-44,M,25-44,F
24,MISDEMEANOR,21,4,25-44,F,<18,M
1,VIOLATION,26,4,45-64,M,18-24,F
13,MISDEMEANOR,24,4,<18,M,45-64,M
34,FELONY,18,4,25-44,M,45-64,M
20,MISDEMEANOR,25,4,45-64,M,25-44,M
5,MISDEMEANOR,27,2,18-24,M,25-44,M
33,MISDEMEANOR,21,4,25-44,F,18-24,F
17,MISDEMEANOR,17,4,25-44,F,45-64,M
24,VIOLATION,17,4,25-44,M,45-64,F
23,MISDEMEANOR,18,4,25-44,M,18-24,F
34,FELONY,22,4,18-24,M,18-24,F
28,MISDEMEANOR,21,4,25-44,M,25-44,F
23,FELONY,17,4,25-44,M,25-44,F
7,MISDEMEANOR,26,4,25-44,M,45-64,F
28,MISDEMEANOR,23,4,25-44,M,25-44,F
28,MISDEMEANOR,24,4,18-24,F,25-44,F
30,MISDEMEANOR,25,4,18-24,F,18-24,M
23,VIOLATION,17,4,45-64,M,25-44,F
28,VIOLATION,18,4,25-44,M,25-44,F
13,VIOLATION,22,4,18-24,M,18-24,F
23,MISDEMEANOR,26,4,25-44,M,25-44,F
18,MISDEMEANOR,23,4,25-44,M,18-24,F
34,MISDEMEANOR,23,4,25-44,F,25-44,F
19,VIOLATION,22,4,45-64,M,25-44,M
19,FELONY,17,4,18-24,M,45-64,M
28,MISDEMEANOR,20,4,45-64,M,45-64,F
25,FELONY,23,4,25-44,F,18-24,M
20,FELONY,21,4,25-44,M,45-64,F
25,VIOLATION,23,4,25-44,M,25-44,F
10,FELONY,19,4,45-64,M,45-64,M
24,FELONY,19,4,25-44,M,25-44,F
33,FELONY,10,4,18-24,F,65+,F
13,MISDEMEANOR,19,4,18-24,F,18-24,F
25,MISDEMEANOR,20,4,45-64,M,<18,M
1,VIOLATION,19,4,18-24,M,25-44,F
19,MISDEMEANOR,20,4,45-64,M,45-64,F
34,VIOLATION,11,7,45-64,M,45-64,F
5,MISDEMEANOR,25,4,25-44,M,45-64,M
23,MISDEMEANOR,24,4,25-44,M,45-64,F
9,FELONY,19,4,<18,M,<18,M
10,VIOLATION,22,4,25-44,M,45-64,F
7,VIOLATION,19,4,25-44,M,25-44,F
18,FELONY,20,4,25-44,F,18-24,M
19,VIOLATION,19,4,25-44,F,65+,F
18,MISDEMEANOR,23,4,18-24,F,25-44,M
23,MISDEMEANOR,18,4,25-44,F,25-44,M
23,MISDEMEANOR,17,4,25-44,F,45-64,F
1,MISDEMEANOR,19,4,65+,M,25-44,F
5,MISDEMEANOR,20,4,25-44,F,45-64,F
34,MISDEMEANOR,10,4,45-64,M,45-64,M
25,FELONY,9,4,25-44,M,18-24,F
14,VIOLATION,19,4,25-44,F,45-64,F
9,MISDEMEANOR,25,4,25-44,M,25-44,M
17,MISDEMEANOR,18,4,18-24,M,18-24,F
19,FELONY,20,4,45-64,M,65+,F
18,VIOLATION,18,4,45-64,F,25-44,F
10,VIOLATION,24,4,65+,F,65+,M
30,VIOLATION,19,4,18-24,M,25-44,F
9,FELONY,19,4,<18,M,18-24,M
7,FELONY,17,4,25-44,M,25-44,F
18,MISDEMEANOR,18,4,18-24,M,45-64,M
32,VIOLATION,21,4,<18,F,45-64,F
34,FELONY,18,4,25-44,M,25-44,M
19,MISDEMEANOR,19,4,18-24,M,18-24,F
14,MISDEMEANOR,17,4,25-44,F,25-44,M
23,MISDEMEANOR,21,4,25-44,M,25-44,F
28,VIOLATION,26,4,18-24,F,25-44,F
23,MISDEMEANOR,26,4,25-44,M,45-64,M
34,FELONY,20,4,45-64,M,18-24,F
18,FELONY,19,4,25-44,M,25-44,M
32,MISDEMEANOR,18,4,25-44,M,45-64,M
28,MISDEMEANOR,19,4,25-44,M,45-64,M
17,VIOLATION,22,4,25-44,M,45-64,F
14,FELONY,22,4,25-44,F,25-44,M
34,VIOLATION,23,4,25-44,M,25-44,F
18,MISDEMEANOR,17,4,18-24,M,25-44,M
9,MISDEMEANOR,21,4,25-44,F,25-44,F
13,VIOLATION,25,4,25-44,F,25-44,F
32,MISDEMEANOR,22,4,25-44,M,25-44,F
9,FELONY,14,4,45-64,M,45-64,M
25,VIOLATION,19,4,25-44,M,45-64,F
7,VIOLATION,26,4,45-64,M,25-44,F
1,VIOLATION,21,4,25-44,M,45-64,M
28,FELONY,18,4,25-44,M,25-44,F
33,MISDEMEANOR,25,4,18-24,F,18-24,M
7,FELONY,25,4,18-24,F,25-44,F
